index,title,hot,url,img_url,push_time,now_time,type,source
1,高考政治,11810308,https://www.douyin.com/search/%E9%AB%98%E8%80%83%E6%94%BF%E6%B2%BB,https://p3-sign.douyinpic.com/tos-cn-p-0015/okSf1F2QAur7YDi9I6rBfhlf05EBTUFaAECnID~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=rj4MFFsJRsJl3NBBuQ%2BxbEYv8Xw%3D&from=3218412987,2026-06-09 14:23:28,2026-06-10,热搜,抖音
2,高考地理,11404676,https://www.douyin.com/search/%E9%AB%98%E8%80%83%E5%9C%B0%E7%90%86,https://p3-sign.douyinpic.com/tos-cn-p-0015/o0Kn962gqECgADA1rBJijwviILBBjBAEfgfHDv~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=%2B%2FGuckH%2Bxufubw0nqNJPh9nz65A%3D&from=3218412987,2026-06-09 16:45:59,2026-06-10,热搜,抖音
3,朝方举行隆重欢送仪式,11306815,https://www.douyin.com/search/%E6%9C%9D%E6%96%B9%E4%B8%BE%E8%A1%8C%E9%9A%86%E9%87%8D%E6%AC%A2%E9%80%81%E4%BB%AA%E5%BC%8F,https://p3-sign.douyinpic.com/tos-cn-p-0015/oYAIBB4UGEGE77kIeGnfCFzTgDE1N5IhCQxvfA~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=TgDHgTv%2ByLTu7Tr4NnngqQfpldc%3D&from=3218412987,2026-06-09 21:44:32,2026-06-10,热搜,抖音
4,张桂梅作废了之前的狠话,11126110,https://www.douyin.com/search/%E5%BC%A0%E6%A1%82%E6%A2%85%E4%BD%9C%E5%BA%9F%E4%BA%86%E4%B9%8B%E5%89%8D%E7%9A%84%E7%8B%A0%E8%AF%9D,https://p3-sign.douyinpic.com/tos-cn-p-0015/ocDDITOaEcJDIuFgqqwAi39fe7z9BiAJnIAjb9~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=Au4dKo1HaLrZfCTYO4hNR%2B9rxRM%3D&from=3218412987,2026-06-09 18:26:20,2026-06-10,热搜,抖音
5,姜辣才是岳阳菜的灵魂,10545801,https://www.douyin.com/search/%E5%A7%9C%E8%BE%A3%E6%89%8D%E6%98%AF%E5%B2%B3%E9%98%B3%E8%8F%9C%E7%9A%84%E7%81%B5%E9%AD%82,https://p26-sign.douyinpic.com/tos-cn-p-0015/oUDAPcFJRIDgDeQAGhCgfREZqnIu9JMACBl8wB~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=NWvKDWGiFpqJez3Id04O%2Bis1Mxc%3D&from=3218412987,2026-06-09 17:00:04,2026-06-10,热搜,抖音
6,葛军解析高考数学,10500255,https://www.douyin.com/search/%E8%91%9B%E5%86%9B%E8%A7%A3%E6%9E%90%E9%AB%98%E8%80%83%E6%95%B0%E5%AD%A6,https://p11-sign.douyinpic.com/tos-cn-p-0015c000-ce/oAF6CRsqJAmPEXPBEggpY9oBnXmfINsFAfWwED~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=mTBAUO8ll03RLjvzTwn8Y3%2BSQ2Q%3D&from=3218412987,2026-06-09 20:06:47,2026-06-10,热搜,抖音
7,国足主场0:0战平泰国队,9287046,https://www.douyin.com/search/%E5%9B%BD%E8%B6%B3%E4%B8%BB%E5%9C%BA0%3A0%E6%88%98%E5%B9%B3%E6%B3%B0%E5%9B%BD%E9%98%9F,https://p11-sign.douyinpic.com/tos-cn-p-0015/ogInICCy29LnAaDofF0UfaC6Lk6DeEGAIneKEY~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=It3mnfO8wbELn11%2FysFOuFQlwYI%3D&from=3218412987,2026-06-09 19:50:28,2026-06-10,热搜,抖音
8,高考结束 青春不散,9198821,https://www.douyin.com/search/%E9%AB%98%E8%80%83%E7%BB%93%E6%9D%9F%20%E9%9D%92%E6%98%A5%E4%B8%8D%E6%95%A3,https://p26-sign.douyinpic.com/tos-cn-p-0015/oMECTiZAJ7CDrPz8KAO7gefHBVBFPsEUAQgQie~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=3VqqYgkHFVqSTfTTvxW98%2FB0f40%3D&from=3218412987,2026-06-09 17:35:34,2026-06-10,热搜,抖音
9,新疆小羊哥19岁累成了39岁,9047477,https://www.douyin.com/search/%E6%96%B0%E7%96%86%E5%B0%8F%E7%BE%8A%E5%93%A519%E5%B2%81%E7%B4%AF%E6%88%90%E4%BA%8639%E5%B2%81,https://p5-ex-gddgtc-sign.douyinpic.com/tos-cn-p-0015c000-ce/o4RfDHvwRpmZO5rKLPLIAAGfHKAt9aHQIUefwf~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=6gUtyo5qc9s7pyiSVdRzcFG%2BEVg%3D&from=3218412987,2026-06-08 13:24:32,2026-06-10,热搜,抖音
10,高考后的第一条抖音,9035847,https://www.douyin.com/search/%E9%AB%98%E8%80%83%E5%90%8E%E7%9A%84%E7%AC%AC%E4%B8%80%E6%9D%A1%E6%8A%96%E9%9F%B3,https://p26-sign.douyinpic.com/tos-cn-i-0813/oUAzAqYCimkEAxF9g1IAWEADyigfuBflAAJEQD~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=AjtOqcmbTvBbSqFjEP%2BYP%2Fuvv64%3D&from=3218412987,2026-06-09 14:50:44,2026-06-10,热搜,抖音
11,高考结束后的那个下午,8970905,https://www.douyin.com/search/%E9%AB%98%E8%80%83%E7%BB%93%E6%9D%9F%E5%90%8E%E7%9A%84%E9%82%A3%E4%B8%AA%E4%B8%8B%E5%8D%88,https://p26-sign.douyinpic.com/tos-cn-p-0015c000-ce/osG1fIGCHQgTdLXBuQyeEf5WWjzSD7g5mUIQAJ~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=fAXpCK3h8qvd3TctzYZM31wuQx8%3D&from=3218412987,2026-06-09 17:09:18,2026-06-10,热搜,抖音
12,我来写高考作文,8736121,https://www.douyin.com/search/%E6%88%91%E6%9D%A5%E5%86%99%E9%AB%98%E8%80%83%E4%BD%9C%E6%96%87,https://p5-ex-gddgtc-sign.douyinpic.com/tos-cn-p-0015/o8o7pSEpn0BzWJGeBgfa3WAIDfAIFBN1MCGUdQ~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=SGGd5wa4URvj7FAH64PoeBNzXF0%3D&from=3218412987,2026-06-09 11:18:02,2026-06-10,热搜,抖音
13,葡萄牙总统为C罗授旗,8544946,https://www.douyin.com/search/%E8%91%A1%E8%90%84%E7%89%99%E6%80%BB%E7%BB%9F%E4%B8%BAC%E7%BD%97%E6%8E%88%E6%97%97,https://p11-sign.douyinpic.com/tos-cn-p-0015/osNDXrWsEsGCITFgqACAfx8fXU49BoAJnIAksc~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=VRwoLyT2FP7%2FWwEeo%2BdCQ0fJj1Y%3D&from=3218412987,2026-06-09 16:15:30,2026-06-10,热搜,抖音
14,杭州临安区要热上50℃系谣言,8522165,https://www.douyin.com/search/%E6%9D%AD%E5%B7%9E%E4%B8%B4%E5%AE%89%E5%8C%BA%E8%A6%81%E7%83%AD%E4%B8%8A50%E2%84%83%E7%B3%BB%E8%B0%A3%E8%A8%80,https://p11-sign.douyinpic.com/tos-cn-p-0015/osgM2Rk6oQ0UDRCtiEmuehJgQfYGeHAaPA4ITe~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=KT2FszscRQeNhaaZGrSgA51zzQs%3D&from=3218412987,2026-06-09 20:03:40,2026-06-10,热搜,抖音
15,小火人联动童年顶流,8399677,https://www.douyin.com/search/%E5%B0%8F%E7%81%AB%E4%BA%BA%E8%81%94%E5%8A%A8%E7%AB%A5%E5%B9%B4%E9%A1%B6%E6%B5%81,https://p26-sign.douyinpic.com/tos-cn-i-0813c000-ce/oY2KVLTfAmPeBCliUoKMAggLHAIDQANeGe50IA~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=AkBV2KdJMWfeRjhf8ajf2T8DWsw%3D&from=3218412987,2026-06-08 11:26:40,2026-06-10,热搜,抖音
16,葛军：一代人有一代人的学习方式,8324939,https://www.douyin.com/search/%E8%91%9B%E5%86%9B%EF%BC%9A%E4%B8%80%E4%BB%A3%E4%BA%BA%E6%9C%89%E4%B8%80%E4%BB%A3%E4%BA%BA%E7%9A%84%E5%AD%A6%E4%B9%A0%E6%96%B9%E5%BC%8F,https://p9-sign.douyinpic.com/tos-cn-p-0015c000-ce/oIkjoFJAEIgEwQJ34nf7ePQA9KrPqDeDEB8ICb~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=HU3%2FBJdVBtULjTAXzkE9g22ERvg%3D&from=3218412987,2026-06-09 16:21:21,2026-06-10,热搜,抖音
17,世界杯预言家已就位,8315863,https://www.douyin.com/search/%E4%B8%96%E7%95%8C%E6%9D%AF%E9%A2%84%E8%A8%80%E5%AE%B6%E5%B7%B2%E5%B0%B1%E4%BD%8D,https://p5-ex-gddgtc-sign.douyinpic.com/tos-cn-p-0015/oMNDlPYnE4yBIwFgqmLAIo6fJDe9BbAJnIAEFR~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=NKXjZWHQmGefxd6cW0v8imknl%2Fw%3D&from=3218412987,2026-06-09 17:05:03,2026-06-10,热搜,抖音
18,传了三代的学步车全是智慧,8196517,https://www.douyin.com/search/%E4%BC%A0%E4%BA%86%E4%B8%89%E4%BB%A3%E7%9A%84%E5%AD%A6%E6%AD%A5%E8%BD%A6%E5%85%A8%E6%98%AF%E6%99%BA%E6%85%A7,https://p3-sign.douyinpic.com/tos-cn-p-0015/oYFnhuliPdeREICIXBi1A5gBgHNkJAVaPfEA84~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=enM8D2gP2FB984ooo7STL5kZqIs%3D&from=3218412987,2026-06-09 20:15:08,2026-06-10,热搜,抖音
19,按摩店是年轻人的gap落地签,8150042,https://www.douyin.com/search/%E6%8C%89%E6%91%A9%E5%BA%97%E6%98%AF%E5%B9%B4%E8%BD%BB%E4%BA%BA%E7%9A%84gap%E8%90%BD%E5%9C%B0%E7%AD%BE,https://p3-sign.douyinpic.com/tos-cn-p-0015c000-ce/o0fry8ieJCEF6K2IIIfm3RAG5RmwiqOuDA9nEk~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=xlURws%2BhXS7Q9MGlX4bfhxDq8kU%3D&from=3218412987,2026-06-09 18:48:05,2026-06-10,热搜,抖音
20,考场外超有爱名场面,8004058,https://www.douyin.com/search/%E8%80%83%E5%9C%BA%E5%A4%96%E8%B6%85%E6%9C%89%E7%88%B1%E5%90%8D%E5%9C%BA%E9%9D%A2,https://p3-sign.douyinpic.com/tos-cn-p-0015/ooPA0II2yyBPaQHQZvHrAIaLjFmwFwBi93iiP~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=%2Bda7hoDrnjy7DnscYwBngKdJtaY%3D&from=3218412987,2026-06-08 18:24:23,2026-06-10,热搜,抖音
21,拍出夏天电影感,7964156,https://www.douyin.com/search/%E6%8B%8D%E5%87%BA%E5%A4%8F%E5%A4%A9%E7%94%B5%E5%BD%B1%E6%84%9F,https://p11-sign.douyinpic.com/tos-cn-i-dy/ddeec810b1fb4b00a76533483d8362d6~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=1LdDCMJO5z5UqBCxKh8o0yHMovw%3D&from=3218412987,2026-06-09 14:36:21,2026-06-10,热搜,抖音
22,还好你比我舍得,7843114,https://www.douyin.com/search/%E8%BF%98%E5%A5%BD%E4%BD%A0%E6%AF%94%E6%88%91%E8%88%8D%E5%BE%97,https://p5-ex-gddgtc-sign.douyinpic.com/tos-cn-i-0813/ocmAJQAzigUAZjwiBIIGadViEAtAECLSvgIAP~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=6Pp1n7bwX1CJERlLP9WVHG4KbaQ%3D&from=3218412987,2026-06-09 18:10:07,2026-06-10,热搜,抖音
23,前奏太好听于是想和你交换照片,7811649,https://www.douyin.com/search/%E5%89%8D%E5%A5%8F%E5%A4%AA%E5%A5%BD%E5%90%AC%E4%BA%8E%E6%98%AF%E6%83%B3%E5%92%8C%E4%BD%A0%E4%BA%A4%E6%8D%A2%E7%85%A7%E7%89%87,https://p11-sign.douyinpic.com/tos-cn-i-0813c000-ce/ooAAIPvTdYq5TIMiAAEAii8y1AAGaDNGBBRyi~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=v71dq2f152dIpUDXjm8r2uDHa1E%3D&from=3218412987,2026-06-08 15:50:55,2026-06-10,热搜,抖音
24,想要问问你敢不敢转场挑战,7805234,https://www.douyin.com/search/%E6%83%B3%E8%A6%81%E9%97%AE%E9%97%AE%E4%BD%A0%E6%95%A2%E4%B8%8D%E6%95%A2%E8%BD%AC%E5%9C%BA%E6%8C%91%E6%88%98,https://p3-sign.douyinpic.com/tos-cn-p-0015/oUEeCAw5UNS0PEQqpIFfABgxcjhldiQ09zD6Ax~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=P6bUBgPvRaiI13hJhmJp5aD6wh0%3D&from=3218412987,2026-06-08 10:55:29,2026-06-10,热搜,抖音
25,琵琶行原唱直播回应高考真考了,7789878,https://www.douyin.com/search/%E7%90%B5%E7%90%B6%E8%A1%8C%E5%8E%9F%E5%94%B1%E7%9B%B4%E6%92%AD%E5%9B%9E%E5%BA%94%E9%AB%98%E8%80%83%E7%9C%9F%E8%80%83%E4%BA%86,https://p3-sign.douyinpic.com/tos-cn-p-0015/ooAAHOTllu1IfBVD08BoUIGNDEGeixigi0QA5H~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=7%2F73pltQrbqC8mPle4t17sU91L0%3D&from=3218412987,2026-06-09 22:00:32,2026-06-10,热搜,抖音
26,全网最懂足球的人都来懂球大会了,7782469,https://www.douyin.com/search/%E5%85%A8%E7%BD%91%E6%9C%80%E6%87%82%E8%B6%B3%E7%90%83%E7%9A%84%E4%BA%BA%E9%83%BD%E6%9D%A5%E6%87%82%E7%90%83%E5%A4%A7%E4%BC%9A%E4%BA%86,https://p11-sign.douyinpic.com/tos-cn-p-0015c000-ce/o4ueYzwa3iR0QVV1AMCdImEnvYA4tBEn6B3eEi~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=HdPbJD27Ohigv5YRBhhREB6YgiE%3D&from=3218412987,2026-06-09 13:51:28,2026-06-10,热搜,抖音
27,唐尚珺回应“职业考生”质疑,7762062,https://www.douyin.com/search/%E5%94%90%E5%B0%9A%E7%8F%BA%E5%9B%9E%E5%BA%94%E2%80%9C%E8%81%8C%E4%B8%9A%E8%80%83%E7%94%9F%E2%80%9D%E8%B4%A8%E7%96%91,https://p11-sign.douyinpic.com/tos-cn-p-0015/oEGQgEmJ99kQqAffO4SJZ31Bvo0DABFNChtAkh~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=yHnsjlmJT%2FKE4nUGuDXLhmGh84c%3D&from=3218412987,2026-06-09 11:12:52,2026-06-10,热搜,抖音
28,陈思罕陈sir来了,7758397,https://www.douyin.com/search/%E9%99%88%E6%80%9D%E7%BD%95%E9%99%88sir%E6%9D%A5%E4%BA%86,https://p3-sign.douyinpic.com/tos-cn-p-0015c000-ce/o8n98KiUqo9broeSAyfZEKwIBfAHiEFxPC6qAI~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=TNVth%2FlDhvypErudbpUhycpyhyg%3D&from=3218412987,2026-06-09 21:40:05,2026-06-10,热搜,抖音
29,盛世天下女帝篇全球上线,7752435,https://www.douyin.com/search/%E7%9B%9B%E4%B8%96%E5%A4%A9%E4%B8%8B%E5%A5%B3%E5%B8%9D%E7%AF%87%E5%85%A8%E7%90%83%E4%B8%8A%E7%BA%BF,https://p26-sign.douyinpic.com/tos-cn-p-0015/okfCy4daTCBFv9ZECIYliBAabeeAAUbMDB7nEY~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=xBYUhNtNbWJIW%2BtCgDmgjQs3C3E%3D&from=3218412987,2026-06-09 19:09:04,2026-06-10,热搜,抖音
30,马刺115:111尼克斯,7743360,https://www.douyin.com/search/%E9%A9%AC%E5%88%BA115%3A111%E5%B0%BC%E5%85%8B%E6%96%AF,https://p3-sign.douyinpic.com/tos-cn-p-0015c000-ce/oQRqJBD6EEBEFMgSfAAwIBkF10n7B8S5qzf9oT~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=vt3cvJHyVSgjjVR6Ojh5J0waAeE%3D&from=3218412987,2026-06-09 07:52:07,2026-06-10,热搜,抖音
31,定晴信武婚后生活提前放送,7741984,https://www.douyin.com/search/%E5%AE%9A%E6%99%B4%E4%BF%A1%E6%AD%A6%E5%A9%9A%E5%90%8E%E7%94%9F%E6%B4%BB%E6%8F%90%E5%89%8D%E6%94%BE%E9%80%81,https://p3-sign.douyinpic.com/tos-cn-p-0015/o8vNZVATeAg5LkZfQG7UgSCYyIBELBfyCcXg5M~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=QGI8gqND%2B5QGq91Z1iA02ykhikc%3D&from=3218412987,2026-06-09 19:47:22,2026-06-10,热搜,抖音
32,谢苗杨恩又还原新少林五祖海报,7740333,https://www.douyin.com/search/%E8%B0%A2%E8%8B%97%E6%9D%A8%E6%81%A9%E5%8F%88%E8%BF%98%E5%8E%9F%E6%96%B0%E5%B0%91%E6%9E%97%E4%BA%94%E7%A5%96%E6%B5%B7%E6%8A%A5,https://p3-sign.douyinpic.com/tos-cn-p-0015c000-ce/o8EIheB1FEnzMiSQxjYBSwBAoMEPAMGbnIb2if~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=IS7DHMGXtPo5Q0tW7R1UfWrcfMc%3D&from=3218412987,2026-06-09 20:25:32,2026-06-10,热搜,抖音
33,跟着姜乘澜学画毕业上镜妆,7739901,https://www.douyin.com/search/%E8%B7%9F%E7%9D%80%E5%A7%9C%E4%B9%98%E6%BE%9C%E5%AD%A6%E7%94%BB%E6%AF%95%E4%B8%9A%E4%B8%8A%E9%95%9C%E5%A6%86,https://p5-ex-gddgtc-sign.douyinpic.com/tos-cn-p-0015/o8Fn9qzfJcFEAvpQAAIZSktfzC5gvFIDCKDBm7~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=6eKjGkRForbt6IOBJWbpEehOa60%3D&from=3218412987,2026-06-09 16:26:40,2026-06-10,热搜,抖音
34,这个和好小曲谁还没用,7736316,https://www.douyin.com/search/%E8%BF%99%E4%B8%AA%E5%92%8C%E5%A5%BD%E5%B0%8F%E6%9B%B2%E8%B0%81%E8%BF%98%E6%B2%A1%E7%94%A8,https://p5-ex-gddgtc-sign.douyinpic.com/tos-cn-i-0813c000-ce/owQqeOpnAAAyA9TjwIFoJNnDPfTBQJZEEACBLQ~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=dVhitlAMOOIi8TzsQ%2FQMakzfJ7g%3D&from=3218412987,2026-06-08 21:55:15,2026-06-10,热搜,抖音
35,青春是本写不完的旧书,7727202,https://www.douyin.com/search/%E9%9D%92%E6%98%A5%E6%98%AF%E6%9C%AC%E5%86%99%E4%B8%8D%E5%AE%8C%E7%9A%84%E6%97%A7%E4%B9%A6,https://p11-sign.douyinpic.com/tos-cn-p-0015/okRsdaiPix7zEgAOZw2IApQXSBiJIzGXiBFaP~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=1uHzULQNR79C3ji4cv3RTXLm%2BJ0%3D&from=3218412987,2026-06-08 14:38:48,2026-06-10,热搜,抖音
36,杨洋白衬衣男友视角有了,7722406,https://www.douyin.com/search/%E6%9D%A8%E6%B4%8B%E7%99%BD%E8%A1%AC%E8%A1%A3%E7%94%B7%E5%8F%8B%E8%A7%86%E8%A7%92%E6%9C%89%E4%BA%86,https://p11-sign.douyinpic.com/tos-cn-p-0015c000-ce/oYFQEmqUTAqxJq0BE2be075C8VnfINupB9egID~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=XeLeU79vuDhwwKeP9PWwonCfDFw%3D&from=3218412987,2026-06-09 18:13:05,2026-06-10,热搜,抖音
37,穿搭界最严厉的老师来了,7716364,https://www.douyin.com/search/%E7%A9%BF%E6%90%AD%E7%95%8C%E6%9C%80%E4%B8%A5%E5%8E%89%E7%9A%84%E8%80%81%E5%B8%88%E6%9D%A5%E4%BA%86,https://p5-ex-gddgtc-sign.douyinpic.com/tos-cn-p-0015c000-ce/osurEfWbBEI1iyjAFmim0kEiECeI9PHw5mesyA~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=Z7rJQqbm5AAwaGih08xf4Pd6%2Bxs%3D&from=3218412987,2026-06-09 12:15:36,2026-06-10,热搜,抖音
38,高考结束后的出题老师,7715013,https://www.douyin.com/search/%E9%AB%98%E8%80%83%E7%BB%93%E6%9D%9F%E5%90%8E%E7%9A%84%E5%87%BA%E9%A2%98%E8%80%81%E5%B8%88,https://p3-sign.douyinpic.com/tos-cn-p-0015/osIifPG0q5A1U2hKByFEgXDxAJA9TqoQQ5f8DU~noop.jpeg?lk3s=bfd515bb&x-expires=1781046000&x-signature=MRXHd3zctOP1RXukOKKRt%2Fwb9KM%3D&from=3218412987,2026-06-08 13:43:43,2026-06-10,热搜,抖音
