index,title,hot,url,img_url,push_time,now_time,type,source
1,鲍威尔考虑辞职影响有多大,12515827,https://www.douyin.com/search/%E9%B2%8D%E5%A8%81%E5%B0%94%E8%80%83%E8%99%91%E8%BE%9E%E8%81%8C%E5%BD%B1%E5%93%8D%E6%9C%89%E5%A4%9A%E5%A4%A7,https://p26-sign.douyinpic.com/tos-cn-p-0015/okMmEaFvW6DyJ9CzABDAIycf9KognBNAP5E5fA~noop.jpeg?lk3s=bfd515bb&x-expires=1752444000&x-signature=frwLUdetLbUOos7uG0ZLLHMDYDY%3D&from=3218412987,2025-07-13 19:54:38,2025-07-14,热搜,抖音
2,杨瀚森NBA夏联第二战,11198898,https://www.douyin.com/search/%E6%9D%A8%E7%80%9A%E6%A3%AENBA%E5%A4%8F%E8%81%94%E7%AC%AC%E4%BA%8C%E6%88%98,https://p26-sign.douyinpic.com/obj/webcast-cover/7526129335753771786?lk3s=bfd515bb&x-expires=1752444000&x-signature=44WNywNIr1%2BD95t3QdIiKU0B2fE%3D&from=3218412987,2025-07-13 10:38:16,2025-07-14,热搜,抖音
3,各地多措并举积极应对高温,11169744,https://www.douyin.com/search/%E5%90%84%E5%9C%B0%E5%A4%9A%E6%8E%AA%E5%B9%B6%E4%B8%BE%E7%A7%AF%E6%9E%81%E5%BA%94%E5%AF%B9%E9%AB%98%E6%B8%A9,https://p26-sign.douyinpic.com/tos-cn-p-0015/ocRzXTA5eAIxjItBBG7QeQC0MIBaLBVcNmfQSG~noop.jpeg?lk3s=bfd515bb&x-expires=1752444000&x-signature=H%2FAWZNf7LjHc5R8xp9lKN1KgMXI%3D&from=3218412987,2025-07-13 21:23:47,2025-07-14,热搜,抖音
4,今年第5号台风百合已生成,11113673,https://www.douyin.com/search/%E4%BB%8A%E5%B9%B4%E7%AC%AC5%E5%8F%B7%E5%8F%B0%E9%A3%8E%E7%99%BE%E5%90%88%E5%B7%B2%E7%94%9F%E6%88%90,https://p9-sign.douyinpic.com/tos-cn-p-0015/osQrwAHyFFAkBIqS2kPAa8qnPiI9JiBERTL88~noop.jpeg?lk3s=bfd515bb&x-expires=1752444000&x-signature=cZeCFUcXv%2FLrU3UFKTBtu%2B8Yn8M%3D&from=3218412987,2025-07-13 09:23:09,2025-07-14,热搜,抖音
5,林俊杰北京演唱会收官场,10542073,https://www.douyin.com/search/%E6%9E%97%E4%BF%8A%E6%9D%B0%E5%8C%97%E4%BA%AC%E6%BC%94%E5%94%B1%E4%BC%9A%E6%94%B6%E5%AE%98%E5%9C%BA,https://p11-sign.douyinpic.com/tos-cn-p-0015/osne8OiVldT35zCtAdlPkNgIBfAQiABSDBY0cI~noop.jpeg?lk3s=bfd515bb&x-expires=1752444000&x-signature=lSNE25MxQ0NJqSJBY6I0M%2BAEJPA%3D&from=3218412987,2025-07-13 20:10:17,2025-07-14,热搜,抖音
6,重庆狼队3:1成都AG超玩会,10401666,https://www.douyin.com/search/%E9%87%8D%E5%BA%86%E7%8B%BC%E9%98%9F3%3A1%E6%88%90%E9%83%BDAG%E8%B6%85%E7%8E%A9%E4%BC%9A,https://p3-sign.douyinpic.com/tos-cn-p-0015c000-ce/oYiVK3BeEiAuIXCOSCieYFAUE1YSPe6z0P6Jwd~noop.jpeg?lk3s=bfd515bb&x-expires=1752444000&x-signature=Dn5f98xxPrVbj7vTO%2BnydEbN46c%3D&from=3218412987,2025-07-13 20:56:00,2025-07-14,热搜,抖音
7,密码锁防住了长大后的自己,9263653,https://www.douyin.com/search/%E5%AF%86%E7%A0%81%E9%94%81%E9%98%B2%E4%BD%8F%E4%BA%86%E9%95%BF%E5%A4%A7%E5%90%8E%E7%9A%84%E8%87%AA%E5%B7%B1,https://p26-sign.douyinpic.com/tos-cn-p-0015/okQDocC1i0ZwABSlM90AHi1AEFCWzNeIbgfF9D~noop.jpeg?lk3s=bfd515bb&x-expires=1752444000&x-signature=yZ0ZTazBjaeE5f2Mi3ezITRhR7s%3D&from=3218412987,2025-07-13 13:23:39,2025-07-14,热搜,抖音
8,0成本自制冷饮冰杯,9221046,https://www.douyin.com/search/0%E6%88%90%E6%9C%AC%E8%87%AA%E5%88%B6%E5%86%B7%E9%A5%AE%E5%86%B0%E6%9D%AF,https://p3-sign.douyinpic.com/tos-cn-i-0813c000-ce/oEfyiLUEAl9qAIJErEFoAhBDwBeGAEhSfocAKg~noop.jpeg?lk3s=bfd515bb&x-expires=1752444000&x-signature=SUaS8h3pVrrf5k8Qi4tsPcJJJRk%3D&from=3218412987,2025-07-13 22:09:20,2025-07-14,热搜,抖音
9,孙燕姿来助阵林俊杰演唱会了,9192686,https://www.douyin.com/search/%E5%AD%99%E7%87%95%E5%A7%BF%E6%9D%A5%E5%8A%A9%E9%98%B5%E6%9E%97%E4%BF%8A%E6%9D%B0%E6%BC%94%E5%94%B1%E4%BC%9A%E4%BA%86,https://p3-sign.douyinpic.com/tos-cn-p-0015c000-ce/oAHf5FM1A979vDfkIwkEYa0KB1EAcowewBCzEg~noop.jpeg?lk3s=bfd515bb&x-expires=1752444000&x-signature=mqA3lmjmneM%2B5fbgtCQmu%2FMejps%3D&from=3218412987,2025-07-13 22:16:29,2025-07-14,热搜,抖音
10,林俊杰演唱会上自曝心脏有问题,9146517,https://www.douyin.com/search/%E6%9E%97%E4%BF%8A%E6%9D%B0%E6%BC%94%E5%94%B1%E4%BC%9A%E4%B8%8A%E8%87%AA%E6%9B%9D%E5%BF%83%E8%84%8F%E6%9C%89%E9%97%AE%E9%A2%98,https://p11-sign.douyinpic.com/tos-cn-p-0015c000-ce/oM5iIvamEE7Ae6OCrzmBfExe55AiExdwgRM0In~noop.jpeg?lk3s=bfd515bb&x-expires=1752444000&x-signature=ruHeswJ7nRdlNHhZoQd2%2BeDNiPM%3D&from=3218412987,2025-07-13 22:48:09,2025-07-14,热搜,抖音
11,幽门螺杆菌：7亿人的胃癌隐患,9107836,https://www.douyin.com/search/%E5%B9%BD%E9%97%A8%E8%9E%BA%E6%9D%86%E8%8F%8C%EF%BC%9A7%E4%BA%BF%E4%BA%BA%E7%9A%84%E8%83%83%E7%99%8C%E9%9A%90%E6%82%A3,https://p26-sign.douyinpic.com/tos-cn-p-0015c000-ce/oAXP69NEXHaixhBHt9NkFX2bjM4AxPViAAIHi~noop.jpeg?lk3s=bfd515bb&x-expires=1752444000&x-signature=7uiPKbpBk5BcS0chAb%2FNq4mLtBk%3D&from=3218412987,2025-07-13 18:12:38,2025-07-14,热搜,抖音
12,安徽六安发现老虎系谣言,9012969,https://www.douyin.com/search/%E5%AE%89%E5%BE%BD%E5%85%AD%E5%AE%89%E5%8F%91%E7%8E%B0%E8%80%81%E8%99%8E%E7%B3%BB%E8%B0%A3%E8%A8%80,https://p11-sign.douyinpic.com/tos-cn-p-0015/oAz4GQRQGdC6ZCnsAIepAsIcULfESQBB4XK7eh~noop.jpeg?lk3s=bfd515bb&x-expires=1752444000&x-signature=mpm37gm6NfbQq5w0x9XIAupl4TQ%3D&from=3218412987,2025-07-13 21:52:45,2025-07-14,热搜,抖音
13,暑假和饭搭子见上面了吗,8629609,https://www.douyin.com/search/%E6%9A%91%E5%81%87%E5%92%8C%E9%A5%AD%E6%90%AD%E5%AD%90%E8%A7%81%E4%B8%8A%E9%9D%A2%E4%BA%86%E5%90%97,https://p3-sign.douyinpic.com/tos-cn-p-0015c000-ce/okkdnaiIEEw0JmOPpIieyhFncCfTaAAtBCQeB8~noop.jpeg?lk3s=bfd515bb&x-expires=1752444000&x-signature=%2BdFKvwrIOyLgEwe8P21e1mwT8%2BQ%3D&from=3218412987,2025-07-13 11:45:01,2025-07-14,热搜,抖音
14,朝雪录开播,8469587,https://www.douyin.com/search/%E6%9C%9D%E9%9B%AA%E5%BD%95%E5%BC%80%E6%92%AD,https://p3-sign.douyinpic.com/tos-cn-p-0015/oA0Qj0ceBGj5jaCleCLjA4QI7Ai3DlLeBHCQLY~noop.jpeg?lk3s=bfd515bb&x-expires=1752444000&x-signature=LKjldkBAqqT9%2FhvfrmGc%2FvfuLWU%3D&from=3218412987,2025-07-13 10:24:57,2025-07-14,热搜,抖音
15,我就爱这么过夏天,8428218,https://www.douyin.com/search/%E6%88%91%E5%B0%B1%E7%88%B1%E8%BF%99%E4%B9%88%E8%BF%87%E5%A4%8F%E5%A4%A9,https://p3-sign.douyinpic.com/tos-cn-p-0015c000-ce/ocMeeAG4kInJ1L7EQJ0VlK8BgQNFCxfgJ6HoIB~noop.jpeg?lk3s=bfd515bb&x-expires=1752444000&x-signature=mPI4TTHmTd9wdRzZxVRB%2BD1hlko%3D&from=3218412987,2025-07-12 12:25:40,2025-07-14,热搜,抖音
16,GEN战胜T1卫冕,8351330,https://www.douyin.com/search/GEN%E6%88%98%E8%83%9CT1%E5%8D%AB%E5%86%95,https://p3-sign.douyinpic.com/tos-cn-p-0015/o8X0BycAiN6iP55Azg0IOWYyePPGBAD5Af1IvC~noop.jpeg?lk3s=bfd515bb&x-expires=1752444000&x-signature=CF%2Bv6VBOUyoiP%2BfdwQpN9LtJOZY%3D&from=3218412987,2025-07-13 07:15:40,2025-07-14,热搜,抖音
17,Wei疑似加入iG,8217750,https://www.douyin.com/search/Wei%E7%96%91%E4%BC%BC%E5%8A%A0%E5%85%A5iG,https://p3-sign.douyinpic.com/tos-cn-p-0015/ooeKQ0G7UB3uLDGbBhAL35uFQe4oQZICfHIWmA~noop.jpeg?lk3s=bfd515bb&x-expires=1752444000&x-signature=dSxqYW5FaBKMpeO%2FTu5tBg0Mkrs%3D&from=3218412987,2025-07-13 18:05:19,2025-07-14,热搜,抖音
18,被扫毒风暴剧情解析硬控,8199473,https://www.douyin.com/search/%E8%A2%AB%E6%89%AB%E6%AF%92%E9%A3%8E%E6%9A%B4%E5%89%A7%E6%83%85%E8%A7%A3%E6%9E%90%E7%A1%AC%E6%8E%A7,https://p3-sign.douyinpic.com/tos-cn-p-0015/oAmIUFaYGylt1iiPTRgDH2ZBSQZtPvEPjIAAJ~noop.jpeg?lk3s=bfd515bb&x-expires=1752444000&x-signature=u%2F%2BVSvEGN0gA8Dq%2Bo2c8toG8ryA%3D&from=3218412987,2025-07-13 08:19:01,2025-07-14,热搜,抖音
19,蒋长扬假死,8067919,https://www.douyin.com/search/%E8%92%8B%E9%95%BF%E6%89%AC%E5%81%87%E6%AD%BB,https://p26-sign.douyinpic.com/tos-cn-p-0015/oUUTFtPRiI4HA75jPqhQiBwBQzJNAIhIgaBu0~noop.jpeg?lk3s=bfd515bb&x-expires=1752444000&x-signature=KVk7wj6O3f%2FcDA%2FqQulT7nniXco%3D&from=3218412987,2025-07-13 18:15:23,2025-07-14,热搜,抖音
