index,title,desc,author,language,stars,forks,today_forks,url,type,datetime
1,Lean,"Lean Algorithmic Trading Engine by QuantConnect (Python, C#)",mchandschuh,C#,"14,776","4,087",390 stars today,https://github.com//QuantConnect/Lean,GitHub_C#_daily,2025-12-30 02:45:38
2,RustPython,A Python Interpreter written in Rust,youknowone,Rust,"21,293","1,385",221 stars today,https://github.com//RustPython/RustPython,GitHub_Rust_daily,2025-12-30 02:45:38
3,zapret-discord-youtube,,Flowseal,Batchfile,"20,289","1,680",238 stars today,https://github.com//Flowseal/zapret-discord-youtube,GitHub_Batchfile_daily,2025-12-30 02:45:38
4,vibe-kanban,"Get 10X more out of Claude Code, Codex or any coding agent",stunningpixels,Rust,"7,902",776,825 stars today,https://github.com//BloopAI/vibe-kanban,GitHub_Rust_daily,2025-12-30 02:45:38
5,postiz-app,"📨 The ultimate social media scheduling tool, with a bunch of AI 🤖",nevo-david,TypeScript,"25,294","4,300",124 stars today,https://github.com//gitroomhq/postiz-app,GitHub_TypeScript_daily,2025-12-30 02:45:38
6,TrendRadar,🎯 告别信息过载，AI 助你看懂新闻资讯热点，简单的舆情监控分析 - 多平台热点聚合+基于 MCP 的AI分析工具。监控35个平台（抖音、知乎、B站、华尔街见闻、财联社等），智能筛选+自动推送+AI对话分析（用自然语言深度挖掘新闻：趋势追踪、情感分析、相似检索等13种工具）。支持企业微信/个人微信/飞书/钉钉/Telegram/邮件/ntfy/bark/slack 推送，1分钟手机通知，无需编程。支持Docker部署，支持数据远程云存储⭐ 让算法为你服务，用AI理解热点,actions-user,Python,"41,293","21,051",299 stars today,https://github.com//sansan0/TrendRadar,GitHub_Python_daily,2025-12-30 02:45:38
7,fresh,"Text editor for your terminal: easy, powerful and fast",sinelaw,Rust,"4,058",131,392 stars today,https://github.com//sinelaw/fresh,GitHub_Rust_daily,2025-12-30 02:45:38
8,system-prompts-and-models-of-ai-tools,"FULL Augment Code, Claude Code, Cluely, CodeBuddy, Comet, Cursor, Devin AI, Junie, Kiro, Leap.new, Lovable, Manus, NotionAI, Orchids.app, Perplexity, Poke, Qoder, Replit, Same.dev, Trae, Traycer AI, VSCode Agent, Warp.dev, Windsurf, Xcode, Z.ai Code, Dia & v0. (And other Open Sourced) System Prompts, Internal Tools & AI Models",x1xhlol,,"103,268","27,441",376 stars today,https://github.com//x1xhlol/system-prompts-and-models-of-ai-tools,GitHub__daily,2025-12-30 02:45:38
9,Stirling-PDF,#1 PDF Application on GitHub that lets you edit PDFs on any device anywhere,Frooodle,Java,"71,964","6,107",132 stars today,https://github.com//Stirling-Tools/Stirling-PDF,GitHub_Java_daily,2025-12-30 02:45:38
10,chatterbox,SoTA open-source TTS,fatchord,Python,"19,037","2,494",640 stars today,https://github.com//resemble-ai/chatterbox,GitHub_Python_daily,2025-12-30 02:45:38
11,gumroad,Sell stuff and see what sticks,devin-ai-integration,Ruby,"7,908","1,525",24 stars today,https://github.com//antiwork/gumroad,GitHub_Ruby_daily,2025-12-30 02:45:38
12,Python,All Algorithms implemented in Python,cclauss,Python,"216,074","49,791",335 stars today,https://github.com//TheAlgorithms/Python,GitHub_Python_daily,2025-12-30 02:45:38
13,vanilla,,itsmattkc,C,"1,444",50,111 stars today,https://github.com//vanilla-wiiu/vanilla,GitHub_C_daily,2025-12-30 02:45:38
14,jellyfin,The Free Software Media System - Server Backend & API,LukePulverenti,C#,"47,064","4,259",67 stars today,https://github.com//jellyfin/jellyfin,GitHub_C#_daily,2025-12-30 02:45:38
1,exo,Run your own AI cluster at home with everyday devices 📱💻 🖥️⌚,AlexCheema,Python,"38,856","2,608","3,545 stars this week",https://github.com//exo-explore/exo,GitHub_Python_weekly,2025-12-30 02:45:38
2,skills,Public repository for Agent Skills,klazuka,Python,"29,067","2,666","4,444 stars this week",https://github.com//anthropics/skills,GitHub_Python_weekly,2025-12-30 02:45:38
3,claude-code-templates,CLI tool for configuring and monitoring Claude Code,davila7,Python,"14,071","1,216","1,102 stars this week",https://github.com//davila7/claude-code-templates,GitHub_Python_weekly,2025-12-30 02:45:38
