index,title,desc,author,language,stars,forks,today_forks,url,type,datetime
1,claude-code,"Claude Code is an agentic coding tool that lives in your terminal, understands your codebase, and helps you code faster by executing routine tasks, explaining complex code, and handling git workflows - all through natural language commands.",actions-user,Shell,"46,605","3,266",187 stars today,https://github.com//anthropics/claude-code,GitHub_Shell_daily,2025-12-19 02:48:21
2,ai-hedge-fund,An AI Hedge Fund Team,virattt,Python,"43,562","7,717",257 stars today,https://github.com//virattt/ai-hedge-fund,GitHub_Python_daily,2025-12-19 02:48:21
3,ty,"An extremely fast Python type checker and language server, written in Rust.",zanieb,Python,"14,726",152,250 stars today,https://github.com//astral-sh/ty,GitHub_Python_daily,2025-12-19 02:48:21
4,letta,Letta is the platform for building stateful agents: open AI with advanced memory that can learn and self-improve over time.,carenthomas,Python,"19,796","2,079",102 stars today,https://github.com//letta-ai/letta,GitHub_Python_daily,2025-12-19 02:48:21
5,croc,Easily and securely send things from one computer to another 🐊 📦,schollz,Go,"32,765","1,291",130 stars today,https://github.com//schollz/croc,GitHub_Go_daily,2025-12-19 02:48:21
6,chatterbox,SoTA open-source TTS,fatchord,Python,"16,156","2,219",457 stars today,https://github.com//resemble-ai/chatterbox,GitHub_Python_daily,2025-12-19 02:48:21
1,claude-mem,"A Claude Code plugin that automatically captures everything Claude does during your coding sessions, compresses it with AI (using Claude's agent-sdk), and injects relevant context back into future sessions.",thedotmack,TypeScript,"7,993",479,"5,655 stars this week",https://github.com//thedotmack/claude-mem,GitHub_TypeScript_weekly,2025-12-19 02:48:21
2,sim,Open-source platform to build and deploy AI agent workflows.,waleedlatif1,TypeScript,"23,602","2,939","4,729 stars this week",https://github.com//simstudioai/sim,GitHub_TypeScript_weekly,2025-12-19 02:48:21
3,next-ai-draw-io,"A next.js web application that integrates AI capabilities with draw.io diagrams. This app allows you to create, modify, and enhance diagrams through natural language commands and AI-assisted visualization.",DayuanJiang,TypeScript,"13,193","1,312","6,418 stars this week",https://github.com//DayuanJiang/next-ai-draw-io,GitHub_TypeScript_weekly,2025-12-19 02:48:21
4,agents.md,"AGENTS.md — a simple, open format for guiding coding agents",romainhuet,TypeScript,"12,478",905,"3,017 stars this week",https://github.com//agentsmd/agents.md,GitHub_TypeScript_weekly,2025-12-19 02:48:21
5,WeKnora,"LLM-powered framework for deep document understanding, semantic retrieval, and context-aware answers using RAG paradigm.",lyingbug,Go,"9,280",996,"1,290 stars this week",https://github.com//Tencent/WeKnora,GitHub_Go_weekly,2025-12-19 02:48:21
6,ai-hedge-fund,An AI Hedge Fund Team,virattt,Python,"43,562","7,717",729 stars this week,https://github.com//virattt/ai-hedge-fund,GitHub_Python_weekly,2025-12-19 02:48:21
7,hello-agents,📚 《从零开始构建智能体》——从零开始的智能体原理与实践教程,jjyaoao,Python,"10,636","1,107","3,394 stars this week",https://github.com//datawhalechina/hello-agents,GitHub_Python_weekly,2025-12-19 02:48:21
8,turso,"Turso is an in-process SQL database, compatible with SQLite.",penberg,Rust,"15,791",642,798 stars this week,https://github.com//tursodatabase/turso,GitHub_Rust_weekly,2025-12-19 02:48:21
9,goose,"an open source, extensible AI agent that goes beyond code suggestions - install, execute, edit, and test with any LLM",angiejones,Rust,"24,693","2,197","1,407 stars this week",https://github.com//block/goose,GitHub_Rust_weekly,2025-12-19 02:48:21
10,claude-code,"Claude Code is an agentic coding tool that lives in your terminal, understands your codebase, and helps you code faster by executing routine tasks, explaining complex code, and handling git workflows - all through natural language commands.",actions-user,Shell,"46,605","3,266","1,060 stars this week",https://github.com//anthropics/claude-code,GitHub_Shell_weekly,2025-12-19 02:48:21
11,chrome-devtools-mcp,Chrome DevTools for coding agents,OrKoN,TypeScript,"17,127","1,055",725 stars this week,https://github.com//ChromeDevTools/chrome-devtools-mcp,GitHub_TypeScript_weekly,2025-12-19 02:48:21
12,mindsdb,Federated query engine for AI - The only MCP Server you'll ever need,StpMax,Python,"38,037","6,063",452 stars this week,https://github.com//mindsdb/mindsdb,GitHub_Python_weekly,2025-12-19 02:48:21
13,jellyfin-desktop,Jellyfin Desktop Client,tru,C++,"4,959",452,433 stars this week,https://github.com//jellyfin/jellyfin-desktop,GitHub_C++_weekly,2025-12-19 02:48:21
14,DeepCode,"""DeepCode: Open Agentic Coding (Paper2Code & Text2Web & Text2Backend)""",Zongwei9888,Python,"12,743","1,706",918 stars this week,https://github.com//HKUDS/DeepCode,GitHub_Python_weekly,2025-12-19 02:48:21
15,chatterbox,SoTA open-source TTS,fatchord,Python,"16,156","2,219","1,058 stars this week",https://github.com//resemble-ai/chatterbox,GitHub_Python_weekly,2025-12-19 02:48:21
1,sam3,"The repository provides code for running inference and finetuning with the Meta Segment Anything Model 3 (SAM 3), links for downloading the trained model checkpoints, and example notebooks that show how to use the model.",tengyu-ma,Python,"6,082",706,"6,055 stars this month",https://github.com//facebookresearch/sam3,GitHub_Python_monthly,2025-12-19 02:48:21
