index,title,desc,author,language,stars,forks,today_forks,url,type,datetime
1,claude-mem,"A Claude Code plugin that automatically captures everything Claude does during your coding sessions, compresses it with AI (using Claude's agent-sdk), and injects relevant context back into future sessions.",thedotmack,TypeScript,"22,196","1,475","2,618 stars today",https://github.com//thedotmack/claude-mem,GitHub_TypeScript_daily,2026-02-05 03:06:29
2,skills,Skills Catalog for Codex,gverma-openai,Python,"3,558",205,730 stars today,https://github.com//openai/skills,GitHub_Python_daily,2026-02-05 03:06:29
3,claude-code-hooks-mastery,Master Claude Code Hooks,disler,Python,"2,303",498,47 stars today,https://github.com//disler/claude-code-hooks-mastery,GitHub_Python_daily,2026-02-05 03:06:29
4,ChatDev,ChatDev 2.0: Dev All through LLM-powered Multi-Agent Collaboration,thinkwee,Python,"29,936","3,701",226 stars today,https://github.com//OpenBMB/ChatDev,GitHub_Python_daily,2026-02-05 03:06:29
5,anki,Anki is a smart spaced repetition flashcard program,dae,Rust,"26,114","2,786",28 stars today,https://github.com//ankitects/anki,GitHub_Rust_daily,2026-02-05 03:06:29
6,opentelemetry-collector-contrib,Contrib repository for the OpenTelemetry Collector,renovate,Go,"4,338","3,297",3 stars today,https://github.com//open-telemetry/opentelemetry-collector-contrib,GitHub_Go_daily,2026-02-05 03:06:29
7,WrenAI,"⚡️ GenBI (Generative BI) queries any database in natural language, generates accurate SQL (Text-to-SQL), charts (Text-to-Chart), and AI-powered business intelligence in seconds.",cyyeh,TypeScript,"13,870","1,502",84 stars today,https://github.com//Canner/WrenAI,GitHub_TypeScript_daily,2026-02-05 03:06:29
8,Maestro,Agent Orchestration Command Center,pedramamini,TypeScript,"1,620",164,186 stars today,https://github.com//pedramamini/Maestro,GitHub_TypeScript_daily,2026-02-05 03:06:29
9,nvm,Node Version Manager - POSIX-compliant bash script to manage multiple active node.js versions,ljharb,Shell,"91,223","9,817",34 stars today,https://github.com//nvm-sh/nvm,GitHub_Shell_daily,2026-02-05 03:06:29
10,qlib,"Qlib is an AI-oriented Quant investment platform that aims to use AI tech to empower Quant Research, from exploring ideas to implementing productions. Qlib supports diverse ML modeling paradigms, including supervised learning, market dynamics modeling, and RL, and is now equipped with https://github.com/microsoft/RD-Agent to automate R&D process.",you-n-g,Python,"36,489","5,684",82 stars today,https://github.com//microsoft/qlib,GitHub_Python_daily,2026-02-05 03:06:29
11,ladybird,Truly independent web browser,awesomekling,C++,"58,218","2,641",74 stars today,https://github.com//LadybirdBrowser/ladybird,GitHub_C++_daily,2026-02-05 03:06:29
12,likec4,"Visualize, collaborate, and evolve the software architecture with always actual and live diagrams from your code",davydkov,TypeScript,"1,361",117,29 stars today,https://github.com//likec4/likec4,GitHub_TypeScript_daily,2026-02-05 03:06:29
1,openclaw,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞,steipete,TypeScript,"162,522","25,501","91,936 stars this week",https://github.com//openclaw/openclaw,GitHub_TypeScript_weekly,2026-02-05 03:06:29
2,system_prompts_leaks,"Collection of extracted System Prompts from popular chatbots like ChatGPT, Claude & Gemini",asgeirtj,JavaScript,"30,067","4,830","4,323 stars this week",https://github.com//asgeirtj/system_prompts_leaks,GitHub_JavaScript_weekly,2026-02-05 03:06:29
3,pi-mono,"AI agent toolkit: coding agent CLI, unified LLM API, TUI & web UI libraries, Slack bot, vLLM pods",badlogic,TypeScript,"6,593",677,"3,486 stars this week",https://github.com//badlogic/pi-mono,GitHub_TypeScript_weekly,2026-02-05 03:06:29
4,kimi-cli,Kimi Code CLI is your next CLI agent.,stdrc,Python,"5,949",546,"1,813 stars this week",https://github.com//MoonshotAI/kimi-cli,GitHub_Python_weekly,2026-02-05 03:06:29
5,99,Neovim AI agent done right,ThePrimeagen,Lua,"3,252",145,"2,027 stars this week",https://github.com//ThePrimeagen/99,GitHub_Lua_weekly,2026-02-05 03:06:29
6,ext-apps,"Official repo for spec & SDK of MCP Apps protocol - standard for UIs embedded AI chatbots, served by MCP servers",ochafik,TypeScript,"1,331",149,763 stars this week,https://github.com//modelcontextprotocol/ext-apps,GitHub_TypeScript_weekly,2026-02-05 03:06:29
7,claude-mem,"A Claude Code plugin that automatically captures everything Claude does during your coding sessions, compresses it with AI (using Claude's agent-sdk), and injects relevant context back into future sessions.",thedotmack,TypeScript,"22,196","1,475","4,167 stars this week",https://github.com//thedotmack/claude-mem,GitHub_TypeScript_weekly,2026-02-05 03:06:29
8,BitNet,Official inference framework for 1-bit LLMs,potassiummmm,Python,"27,846","2,264","1,876 stars this week",https://github.com//microsoft/BitNet,GitHub_Python_weekly,2026-02-05 03:06:29
9,memU,"Memory for 24/7 proactive agents like openclaw (moltbot, clawdbot).",sairin1202,Python,"7,603",568,"2,233 stars this week",https://github.com//NevaMind-AI/memU,GitHub_Python_weekly,2026-02-05 03:06:29
10,agent-lightning,The absolute trainer to light up AI agents.,actions-user,Python,"13,935","1,170","1,783 stars this week",https://github.com//microsoft/agent-lightning,GitHub_Python_weekly,2026-02-05 03:06:29
11,Maestro,Agent Orchestration Command Center,pedramamini,TypeScript,"1,620",164,745 stars this week,https://github.com//pedramamini/Maestro,GitHub_TypeScript_weekly,2026-02-05 03:06:29
12,skills,Skills Catalog for Codex,gverma-openai,Python,"3,558",205,616 stars this week,https://github.com//openai/skills,GitHub_Python_weekly,2026-02-05 03:06:29
13,PageIndex,"📑 PageIndex: Document Index for Vectorless, Reasoning-based RAG",rejojer,Python,"13,184",958,"2,818 stars this week",https://github.com//VectifyAI/PageIndex,GitHub_Python_weekly,2026-02-05 03:06:29
1,openclaw,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞,steipete,TypeScript,"162,522","25,501","154,681 stars this month",https://github.com//openclaw/openclaw,GitHub_TypeScript_monthly,2026-02-05 03:06:29
2,superpowers,An agentic skills framework & software development methodology that works.,obra,Shell,"44,335","3,365","29,873 stars this month",https://github.com//obra/superpowers,GitHub_Shell_monthly,2026-02-05 03:06:29
3,opencode,The open source coding agent.,thdxr,TypeScript,"97,413","9,183","50,859 stars this month",https://github.com//anomalyco/opencode,GitHub_TypeScript_monthly,2026-02-05 03:06:29
4,ralph-claude-code,Autonomous AI development loop for Claude Code with intelligent exit detection,frankbria,Shell,"6,276",436,"5,935 stars this month",https://github.com//frankbria/ralph-claude-code,GitHub_Shell_monthly,2026-02-05 03:06:29
5,skills,Public repository for Agent Skills,klazuka,Python,"62,984","6,186","29,994 stars this month",https://github.com//anthropics/skills,GitHub_Python_monthly,2026-02-05 03:06:29
