index,title,desc,author,language,stars,forks,today_forks,url,type,datetime
1,openclaw,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞,steipete,TypeScript,"116,650","16,474","14,210 stars today",https://github.com//openclaw/openclaw,GitHub_TypeScript_daily,2026-01-31 03:01:50
2,system_prompts_leaks,"Collection of extracted System Prompts from popular chatbots like ChatGPT, Claude & Gemini",asgeirtj,JavaScript,"28,420","4,586","1,081 stars today",https://github.com//asgeirtj/system_prompts_leaks,GitHub_JavaScript_daily,2026-01-31 03:01:50
3,kimi-cli,Kimi Code CLI is your next CLI agent.,stdrc,Python,"5,229",487,377 stars today,https://github.com//MoonshotAI/kimi-cli,GitHub_Python_daily,2026-01-31 03:01:50
4,ext-apps,"Official repo for spec & SDK of MCP Apps protocol - standard for UIs embedded AI chatbots, served by MCP servers",ochafik,TypeScript,975,120,195 stars today,https://github.com//modelcontextprotocol/ext-apps,GitHub_TypeScript_daily,2026-01-31 03:01:50
5,memU,"Memory for 24/7 proactive agents like openclaw (moltbot, clawdbot).",sairin1202,Python,"6,393",440,463 stars today,https://github.com//NevaMind-AI/memU,GitHub_Python_daily,2026-01-31 03:01:50
6,vault,"A tool for secrets management, encryption as a service, and privileged access management",jefferai,Go,"34,775","4,569",228 stars today,https://github.com//hashicorp/vault,GitHub_Go_daily,2026-01-31 03:01:50
7,pi-mono,"AI agent toolkit: coding agent CLI, unified LLM API, TUI & web UI libraries, Slack bot, vLLM pods",badlogic,TypeScript,"3,704",435,285 stars today,https://github.com//badlogic/pi-mono,GitHub_TypeScript_daily,2026-01-31 03:01:50
8,opencode-anthropic-auth,,rekram1-node,JavaScript,329,53,99 stars today,https://github.com//anomalyco/opencode-anthropic-auth,GitHub_JavaScript_daily,2026-01-31 03:01:50
9,protobuf,Protocol Buffers - Google's data interchange format,protobuf-github-bot,C++,"70,558","16,025",66 stars today,https://github.com//protocolbuffers/protobuf,GitHub_C++_daily,2026-01-31 03:01:50
10,whatsapp-web.js,A WhatsApp client library for NodeJS that connects through the WhatsApp Web browser app,pedroslopez,JavaScript,"20,824","4,818",148 stars today,https://github.com//pedroslopez/whatsapp-web.js,GitHub_JavaScript_daily,2026-01-31 03:01:50
11,NewPipe,A libre lightweight streaming front-end for Android.,Stypox,Java,"36,842","3,423",144 stars today,https://github.com//TeamNewPipe/NewPipe,GitHub_Java_daily,2026-01-31 03:01:50
12,awesome-llm-apps,"Collection of awesome LLM apps with AI Agents and RAG using OpenAI, Anthropic, Gemini and opensource models.",Shubhamsaboo,Python,"91,178","13,159",391 stars today,https://github.com//Shubhamsaboo/awesome-llm-apps,GitHub_Python_daily,2026-01-31 03:01:50
13,playwright-cli,"CLI for common Playwright actions. Record and generate Playwright code, inspect selectors and take screenshots.",Skn0tt,,"1,882",72,251 stars today,https://github.com//microsoft/playwright-cli,GitHub__daily,2026-01-31 03:01:50
14,lobehub,"The ultimate space for work and life — to find, build, and collaborate with agent teammates that grow with you. We are taking agent harness to the next level — enabling multi-agent collaboration, effortless agent team design, and introducing agents as the unit of work interaction.",semantic-release-bot,TypeScript,"71,491","14,556",375 stars today,https://github.com//lobehub/lobehub,GitHub_TypeScript_daily,2026-01-31 03:01:50
1,openclaw,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞,steipete,TypeScript,"116,650","16,474","93,052 stars this week",https://github.com//openclaw/openclaw,GitHub_TypeScript_weekly,2026-01-31 03:01:50
