index,title,desc,author,language,stars,forks,today_forks,url,type,datetime
1,AI-Scientist,The AI Scientist: Towards Fully Automated Open-Ended Scientific Discovery 🧑‍🔬,conglu1997,Jupyter Notebook,"9,713","1,434",113 stars today,https://github.com//SakanaAI/AI-Scientist,GitHub_Jupyter Notebook_daily,2025-03-21 02:31:05
2,git-who,Git blame for file trees,sinclairtarget,Go,914,16,303 stars today,https://github.com//sinclairtarget/git-who,GitHub_Go_daily,2025-03-21 02:31:05
3,kkFileView,Universal File Online Preview Project based on Spring-Boot,gitchenjh,Java,"11,774","2,871",114 stars today,https://github.com//kekingcn/kkFileView,GitHub_Java_daily,2025-03-21 02:31:05
4,shadcn-admin,Admin Dashboard UI built with Shadcn and Vite.,satnaing,TypeScript,"5,237",685,431 stars today,https://github.com//satnaing/shadcn-admin,GitHub_TypeScript_daily,2025-03-21 02:31:05
5,AFFiNE,"There can be more than Notion and Miro. AFFiNE(pronounced [ə‘fain]) is a next-gen knowledge base that brings planning, sorting and creating all together. Privacy first, open-source, customizable and ready to use.",himself65,TypeScript,"48,008","3,164",650 stars today,https://github.com//toeverything/AFFiNE,GitHub_TypeScript_daily,2025-03-21 02:31:05
6,awesome-selfhost-docker,"🚀 Curated list of open-source, self-hosted projects deployable with Docker and docker-compose. Your go-to resource for amazing self-hostable software.",hotheadhacker,HTML,"1,345",50,266 stars today,https://github.com//hotheadhacker/awesome-selfhost-docker,GitHub_HTML_daily,2025-03-21 02:31:05
7,data-formulator,🪄 Create rich visualizations with AI,Chenglong-MS,TypeScript,"10,062",787,592 stars today,https://github.com//microsoft/data-formulator,GitHub_TypeScript_daily,2025-03-21 02:31:05
8,maple-font,"Maple Mono: Open source monospace font with round corner, ligatures and Nerd-Font for IDE and terminal, fine-grained customization options. 带连字和控制台图标的圆角等宽字体，中英文宽度完美2:1，细粒度的自定义选项",subframe7536,Python,"10,838",228,832 stars today,https://github.com//subframe7536/maple-font,GitHub_Python_daily,2025-03-21 02:31:05
9,tech-interview-handbook,💯 Curated coding interview preparation materials for busy software engineers,yangshun,TypeScript,"123,831","15,166",593 stars today,https://github.com//yangshun/tech-interview-handbook,GitHub_TypeScript_daily,2025-03-21 02:31:05
10,mcp-server-cloudflare,,geelen,TypeScript,728,47,116 stars today,https://github.com//cloudflare/mcp-server-cloudflare,GitHub_TypeScript_daily,2025-03-21 02:31:05
1,ollama-deep-researcher,Fully local web research and report writing assistant,rlancemartin,Python,"5,807",568,"2,664 stars this week",https://github.com//langchain-ai/ollama-deep-researcher,GitHub_Python_weekly,2025-03-21 02:31:05
2,ai-engineering-hub,"In-depth tutorials on LLMs, RAGs and real-world AI agent applications.",patchy631,Jupyter Notebook,"6,247","1,106","1,329 stars this week",https://github.com//patchy631/ai-engineering-hub,GitHub_Jupyter Notebook_weekly,2025-03-21 02:31:05
3,freeCodeCamp,freeCodeCamp.org's open-source codebase and curriculum. Learn to code for free.,ojeytonwilliams,TypeScript,"413,811","39,445","2,264 stars this week",https://github.com//freeCodeCamp/freeCodeCamp,GitHub_TypeScript_weekly,2025-03-21 02:31:05
4,mcp-playwright,"Playwright Model Context Protocol Server - Tool to automate Browsers and APIs in Claude Desktop, Cline, Cursor IDE and More 🔌",executeautomation,TypeScript,"1,181",111,569 stars this week,https://github.com//executeautomation/mcp-playwright,GitHub_TypeScript_weekly,2025-03-21 02:31:05
5,awesome-mcp-servers,A collection of MCP servers.,punkpeye,,"13,098",851,"4,310 stars this week",https://github.com//punkpeye/awesome-mcp-servers,GitHub__weekly,2025-03-21 02:31:05
6,TypeScript,TypeScript is a superset of JavaScript that compiles to clean JavaScript output.,ahejlsberg,TypeScript,"103,595","12,756",902 stars this week,https://github.com//microsoft/TypeScript,GitHub_TypeScript_weekly,2025-03-21 02:31:05
7,plane,"🔥 🔥 🔥 Open Source JIRA, Linear, Monday, and Asana Alternative. Plane helps you track your issues, epics, and cycles the easiest way on the planet.",anmolsinghbhatia,TypeScript,"34,251","2,095",852 stars this week,https://github.com//makeplane/plane,GitHub_TypeScript_weekly,2025-03-21 02:31:05
8,coreutils,Cross-platform Rust rewrite of the GNU coreutils,sylvestre,Rust,"19,419","1,381",879 stars this week,https://github.com//uutils/coreutils,GitHub_Rust_weekly,2025-03-21 02:31:05
9,Chat2DB,"🔥🔥🔥AI-driven database tool and SQL client, The hottest GUI client, supporting MySQL, Oracle, PostgreSQL, DB2, SQL Server, DB2, SQLite, H2, ClickHouse, and more.",shanhexi,Java,"21,261","2,338","1,189 stars this week",https://github.com//CodePhiliaX/Chat2DB,GitHub_Java_weekly,2025-03-21 02:31:05
10,Sidekick,"A native macOS app that allows users to chat with a local LLM that can respond with information from files, folders and websites on your Mac without installing any other software. Powered by llama.cpp.",johnbean393,Swift,"2,413",78,"1,051 stars this week",https://github.com//johnbean393/Sidekick,GitHub_Swift_weekly,2025-03-21 02:31:05
11,go-cursor-help,解决Cursor在免费订阅期间出现以下提示的问题: You've reached your trial request limit. / Too many free trial accounts used on this machine. Please upgrade to pro. We have this limit in place to prevent abuse. Please let us know if you believe this is a mistake.,yuaotian,Shell,"15,869","2,007","2,465 stars this week",https://github.com//yuaotian/go-cursor-help,GitHub_Shell_weekly,2025-03-21 02:31:05
1,MetaGPT,"🌟 The Multi-Agent Framework: First AI Software Company, Towards Natural Language Programming",geekan,Python,"53,056","6,282","6,631 stars this month",https://github.com//geekan/MetaGPT,GitHub_Python_monthly,2025-03-21 02:31:05
2,ladybird,Truly independent web browser,awesomekling,C++,"36,116","1,508","8,118 stars this month",https://github.com//LadybirdBrowser/ladybird,GitHub_C++_monthly,2025-03-21 02:31:05
3,dify,"Dify is an open-source LLM app development platform. Dify's intuitive interface combines AI workflow, RAG pipeline, agent capabilities, model management, observability features and more, letting you quickly go from prototype to production.",takatost,TypeScript,"84,161","12,423","14,656 stars this month",https://github.com//langgenius/dify,GitHub_TypeScript_monthly,2025-03-21 02:31:05
4,ai-hedge-fund,An AI Hedge Fund Team,virattt,Python,"18,514","3,318","9,641 stars this month",https://github.com//virattt/ai-hedge-fund,GitHub_Python_monthly,2025-03-21 02:31:05
5,glance,A self-hosted dashboard that puts all your feeds in one place,svilenmarkov,Go,"19,314",686,"8,032 stars this month",https://github.com//glanceapp/glance,GitHub_Go_monthly,2025-03-21 02:31:05
6,pandas-ai,"Chat with your database or your datalake (SQL, CSV, parquet). PandasAI makes data analysis conversational using LLMs and RAG.",gventuri,Python,"18,298","1,702","3,754 stars this month",https://github.com//sinaptik-ai/pandas-ai,GitHub_Python_monthly,2025-03-21 02:31:05
