index,title,desc,author,language,stars,forks,today_forks,url,type,datetime
1,markitdown,Python tool for converting files and office documents to Markdown.,afourney,Python,"52,174","2,565",982 stars today,https://github.com//microsoft/markitdown,GitHub_Python_daily,2025-04-23 02:32:19
2,BitNet,Official inference framework for 1-bit LLMs,potassiummmm,C++,"16,125","1,158",731 stars today,https://github.com//microsoft/BitNet,GitHub_C++_daily,2025-04-23 02:32:19
3,PDFMathTranslate,PDF scientific paper translation with preserved formats - 基于 AI 完整保留排版的 PDF 文档全文双语翻译，支持 Google/DeepL/Ollama/OpenAI 等服务，提供 CLI/GUI/MCP/Docker/Zotero,Byaidu,Python,"21,380","1,810",270 stars today,https://github.com//Byaidu/PDFMathTranslate,GitHub_Python_daily,2025-04-23 02:32:19
4,pocketbase,Open Source realtime backend in 1 file,ganigeorgiev,Go,"45,683","2,247",125 stars today,https://github.com//pocketbase/pocketbase,GitHub_Go_daily,2025-04-23 02:32:19
5,drawdb,"Free, simple, and intuitive online database diagram editor and SQL generator.",1ilit,JavaScript,"27,517","1,944",249 stars today,https://github.com//drawdb-io/drawdb,GitHub_JavaScript_daily,2025-04-23 02:32:19
6,generative-ai-for-beginners,"21 Lessons, Get Started Building with Generative AI 🔗 https://microsoft.github.io/generative-ai-for-beginners/",koreyspace,Jupyter Notebook,"78,877","40,968",103 stars today,https://github.com//microsoft/generative-ai-for-beginners,GitHub_Jupyter Notebook_daily,2025-04-23 02:32:19
7,Sourcetrail,Sourcetrail - free and open-source interactive source explorer,egraether,C++,"15,803","1,524",63 stars today,https://github.com//CoatiSoftware/Sourcetrail,GitHub_C++_daily,2025-04-23 02:32:19
8,developer-roadmap,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",kamranahmedse,TypeScript,"314,963","40,941",349 stars today,https://github.com//kamranahmedse/developer-roadmap,GitHub_TypeScript_daily,2025-04-23 02:32:19
9,yt-dlp,A feature-rich command-line audio/video downloader,dstftw,Python,"108,878","8,553",296 stars today,https://github.com//yt-dlp/yt-dlp,GitHub_Python_daily,2025-04-23 02:32:19
10,ImHex,"🔍 A Hex Editor for Reverse Engineers, Programmers and people who value their retinas when working at 3 AM.",WerWolv,C++,"48,387","2,097",126 stars today,https://github.com//WerWolv/ImHex,GitHub_C++_daily,2025-04-23 02:32:19
