index,title,desc,author,language,stars,forks,today_forks,url,type,datetime
1,qlib,"Qlib is an AI-oriented quantitative investment platform that aims to realize the potential, empower research, and create value using AI technologies in quantitative investment, from exploring ideas to implementing productions. Qlib supports diverse machine learning modeling paradigms. including supervised learning, market dynamics modeling, and RL.",you-n-g,Python,"20,098","3,265",313 stars today,https://github.com//microsoft/qlib,GitHub_Python_daily,2025-05-24 02:32:30
2,OpenHands,"🙌 OpenHands: Code Less, Make More",dependabot,Python,"55,517","6,237",533 stars today,https://github.com//All-Hands-AI/OpenHands,GitHub_Python_daily,2025-05-24 02:32:30
3,registry,A community driven registry service for Model Context Protocol (MCP) servers.,sridharavinash,Go,904,53,220 stars today,https://github.com//modelcontextprotocol/registry,GitHub_Go_daily,2025-05-24 02:32:30
4,mindsdb,AI's query engine - Platform for building AI that can answer questions over large scale federated data. - The only MCP Server you'll ever need,StpMax,Python,"28,900","5,045",274 stars today,https://github.com//mindsdb/mindsdb,GitHub_Python_daily,2025-05-24 02:32:30
5,Ghost-Downloader-3,A cross-platform fluent-design AI-boost multi-threaded downloader built with Python.,XiaoYouChR,Python,"1,466",71,97 stars today,https://github.com//XiaoYouChR/Ghost-Downloader-3,GitHub_Python_daily,2025-05-24 02:32:30
6,vscode,Visual Studio Code,bpasero,TypeScript,"172,396","32,562",315 stars today,https://github.com//microsoft/vscode,GitHub_TypeScript_daily,2025-05-24 02:32:30
7,freeCodeCamp,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer science for free.",ojeytonwilliams,TypeScript,"418,514","40,185",128 stars today,https://github.com//freeCodeCamp/freeCodeCamp,GitHub_TypeScript_daily,2025-05-24 02:32:30
8,system-design-primer,Learn how to design large-scale systems. Prep for the system design interview. Includes Anki flashcards.,donnemartin,Python,"300,690","49,860",173 stars today,https://github.com//donnemartin/system-design-primer,GitHub_Python_daily,2025-05-24 02:32:30
9,claude-code,"Claude Code is an agentic coding tool that lives in your terminal, understands your codebase, and helps you code faster by executing routine tasks, explaining complex code, and handling git workflows - all through natural language commands.",actions-user,Shell,"9,235",515,205 stars today,https://github.com//anthropics/claude-code,GitHub_Shell_daily,2025-05-24 02:32:30
10,flutter,Flutter makes it easy and fast to build beautiful apps for mobile and beyond,engine-flutter-autoroll,Dart,"170,448","28,584",71 stars today,https://github.com//flutter/flutter,GitHub_Dart_daily,2025-05-24 02:32:30
