index,title,desc,author,language,stars,forks,today_forks,url,type,datetime
1,OCRmyPDF,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched",jbarlow83,Python,"16,046","1,122",635 stars today,https://github.com//ocrmypdf/OCRmyPDF,GitHub_Python_daily,2025-02-06 02:28:06
2,lucide,Beautiful & consistent icon toolkit made by the community. Open-source project and a fork of Feather Icons.,ericfennis,JavaScript,"12,990",597,210 stars today,https://github.com//lucide-icons/lucide,GitHub_JavaScript_daily,2025-02-06 02:28:06
3,httptap,View HTTP/HTTPS requests made by any Linux program,alexflint,Go,"2,350",31,723 stars today,https://github.com//monasticacademy/httptap,GitHub_Go_daily,2025-02-06 02:28:06
4,VideoLingo,"Netflix-level subtitle cutting, translation, alignment, and even dubbing - one-click fully automated AI video subtitle team | Netflix级字幕切割、翻译、对齐、甚至加上配音，一键全自动视频搬运AI字幕组",Huanshere,Python,"10,042",967,157 stars today,https://github.com//Huanshere/VideoLingo,GitHub_Python_daily,2025-02-06 02:28:06
5,aspnetcore,"ASP.NET Core is a cross-platform .NET framework for building modern cloud-based web applications on Windows, Mac, or Linux.",pranavkm,C#,"36,010","10,207",64 stars today,https://github.com//dotnet/aspnetcore,GitHub_C#_daily,2025-02-06 02:28:06
6,metabase,"The simplest, fastest way to get business intelligence and analytics to everyone in your company 😋",camsaul,Clojure,"40,239","5,319",233 stars today,https://github.com//metabase/metabase,GitHub_Clojure_daily,2025-02-06 02:28:06
7,self-hosted-ai-starter-kit,"The Self-hosted AI Starter Kit is an open-source template that quickly sets up a local AI environment. Curated by n8n, it provides essential tools for creating secure, self-hosted AI workflows.",netroy,,"5,793","1,156",154 stars today,https://github.com//n8n-io/self-hosted-ai-starter-kit,GitHub__daily,2025-02-06 02:28:06
8,integrations,,efd6,Handlebars,240,469,0 stars today,https://github.com//elastic/integrations,GitHub_Handlebars_daily,2025-02-06 02:28:06
9,oumi,"Everything you need to build state-of-the-art foundation models, end-to-end.",xrdaukar,Python,"5,683",370,"1,096 stars today",https://github.com//oumi-ai/oumi,GitHub_Python_daily,2025-02-06 02:28:06
10,lobe-chat,"🤯 Lobe Chat - an open-source, modern-design AI chat framework. Supports Multi AI Providers( OpenAI / Claude 3 / Gemini / Ollama / Qwen / DeepSeek), Knowledge Base (file upload / knowledge management / RAG ), Multi-Modals (Vision/TTS/Plugins/Artifacts). One-click FREE deployment of your private ChatGPT/ Claude application.",arvinxx,TypeScript,"53,323","11,488",343 stars today,https://github.com//lobehub/lobe-chat,GitHub_TypeScript_daily,2025-02-06 02:28:06
