index,title,desc,author,language,stars,forks,today_forks,url,type,datetime
1,awesome-llm-apps,"Collection of awesome LLM apps with AI Agents and RAG using OpenAI, Anthropic, Gemini and opensource models.",Madhuvod,Python,"23,671","2,753","1,326 stars today",https://github.com//Shubhamsaboo/awesome-llm-apps,GitHub_Python_daily,2025-03-29 02:32:10
2,GenAI_Agents,"This repository provides tutorials and implementations for various Generative AI Agent techniques, from basic to advanced. It serves as a comprehensive guide for building intelligent, interactive AI systems.",NirDiamant,Jupyter Notebook,"10,682","1,356",374 stars today,https://github.com//NirDiamant/GenAI_Agents,GitHub_Jupyter Notebook_daily,2025-03-29 02:32:10
3,rayhunter,Rust tool to detect cell site simulators on an orbic mobile hotspot,wgreenberg,Rust,"1,565",113,51 stars today,https://github.com//EFForg/rayhunter,GitHub_Rust_daily,2025-03-29 02:32:10
4,khoj,"Your AI second brain. Self-hostable. Get answers from the web or your docs. Build custom agents, schedule automations, do deep research. Turn any online or local LLM into your personal, autonomous AI (gpt, claude, gemini, llama, qwen, mistral). Get started - free.",debanjum,Python,"28,099","1,555",391 stars today,https://github.com//khoj-ai/khoj,GitHub_Python_daily,2025-03-29 02:32:10
5,newsnow,Elegant reading of real-time and hottest news,ourongxing,TypeScript,"6,749","1,517",817 stars today,https://github.com//ourongxing/newsnow,GitHub_TypeScript_daily,2025-03-29 02:32:10
6,hyperswitch,"An open source payments switch written in Rust to make payments fast, reliable and affordable",hyperswitch-bot,Rust,"15,155","1,538",646 stars today,https://github.com//juspay/hyperswitch,GitHub_Rust_daily,2025-03-29 02:32:10
7,awesome-mcp-servers,A collection of MCP servers.,punkpeye,,"17,953","1,172","1,368 stars today",https://github.com//punkpeye/awesome-mcp-servers,GitHub__daily,2025-03-29 02:32:10
8,filepizza,🍕 Peer-to-peer file transfers in your browser,kern,TypeScript,"7,813",485,177 stars today,https://github.com//kern/filepizza,GitHub_TypeScript_daily,2025-03-29 02:32:10
9,spring-ai-alibaba,Agentic AI Framework for Java Developers,chickenlj,Java,"1,830",362,132 stars today,https://github.com//alibaba/spring-ai-alibaba,GitHub_Java_daily,2025-03-29 02:32:10
10,cline,"Autonomous coding agent right in your IDE, capable of creating/editing files, executing commands, using the browser, and more with your permission every step of the way.",saoudrizwan,TypeScript,"37,282","3,867",266 stars today,https://github.com//cline/cline,GitHub_TypeScript_daily,2025-03-29 02:32:10
