index,title,desc,author,language,stars,forks,today_forks,url,type,datetime
1,dify,"Dify is an open-source LLM app development platform. Dify's intuitive interface combines AI workflow, RAG pipeline, agent capabilities, model management, observability features and more, letting you quickly go from prototype to production.",takatost,TypeScript,"63,847","9,432",369 stars today,https://github.com//langgenius/dify,GitHub_TypeScript_daily,2025-02-10 02:25:21
2,ragflow,RAGFlow is an open-source RAG (Retrieval-Augmented Generation) engine based on deep document understanding.,KevinHuSh,Python,"33,240","3,036",475 stars today,https://github.com//infiniflow/ragflow,GitHub_Python_daily,2025-02-10 02:25:21
3,unsloth,"Finetune Llama 3.3, DeepSeek-R1 & Reasoning LLMs 2x faster with 70% less memory",danielhanchen,Python,"24,924","1,698",505 stars today,https://github.com//unslothai/unsloth,GitHub_Python_daily,2025-02-10 02:25:21
4,lobe-chat,"🤯 Lobe Chat - an open-source, modern-design AI chat framework. Supports Multi AI Providers( OpenAI / Claude 3 / Gemini / Ollama / Qwen / DeepSeek), Knowledge Base (file upload / knowledge management / RAG ), Multi-Modals (Vision/TTS/Plugins/Artifacts). One-click FREE deployment of your private ChatGPT/ Claude application.",semantic-release-bot,TypeScript,"54,458","11,697",299 stars today,https://github.com//lobehub/lobe-chat,GitHub_TypeScript_daily,2025-02-10 02:25:21
5,chatgpt-on-wechat,基于大模型搭建的聊天机器人，同时支持 微信公众号、企业微信应用、飞书、钉钉 等接入，可选择GPT3.5/GPT-4o/GPT-o1/ DeepSeek/Claude/文心一言/讯飞星火/通义千问/ Gemini/GLM-4/Claude/Kimi/LinkAI，能处理文本、语音和图片，访问操作系统和互联网，支持基于自有知识库进行定制企业智能客服。,zhayujie,Python,"33,860","8,706",102 stars today,https://github.com//zhayujie/chatgpt-on-wechat,GitHub_Python_daily,2025-02-10 02:25:21
6,terminal,"The new Windows Terminal and the original Windows console host, all in the same place!",DHowett,C++,"96,877","8,447",145 stars today,https://github.com//microsoft/terminal,GitHub_C++_daily,2025-02-10 02:25:21
7,LangBot,"😎丰富生态、🧩支持扩展、🦄多模态 - 大模型原生即时通信机器人平台 🤖 | 适配 QQ / 微信（企业微信、个人微信）/ 飞书（feishu）/ Discord / OneBot 等消息平台 | 支持 OpenAI GPT、ChatGPT、DeepSeek、Dify、Claude、Gemini、Ollama、LM Studio、SiliconFlow、Qwen、Moonshot、ChatGLM 等 LLM 的机器人 / Agent | LLM-based instant messaging bots platform, supports Discord, WeChat, Lark, QQ platform, OpenAI ChatGPT, DeepSeek.",RockChinQ,Python,"6,338",419,158 stars today,https://github.com//RockChinQ/LangBot,GitHub_Python_daily,2025-02-10 02:25:21
8,one-api,"LLM API 管理 & 分发系统，支持 OpenAI、Azure、Anthropic Claude、Google Gemini、DeepSeek、字节豆包、ChatGLM、文心一言、讯飞星火、通义千问、360 智脑、腾讯混元等主流模型，统一 API 适配，可用于 key 管理与二次分发。单可执行文件，提供 Docker 镜像，一键部署，开箱即用。LLM API management & key redistribution system, unifying multiple providers under a single API. Single binary, Docker-ready, with an English UI.",songquanpeng,JavaScript,"21,800","4,669",65 stars today,https://github.com//songquanpeng/one-api,GitHub_JavaScript_daily,2025-02-10 02:25:21
9,firecrawl,"🔥 Turn entire websites into LLM-ready markdown or structured data. Scrape, crawl and extract with a single API.",nickscamara,TypeScript,"24,331","1,987",329 stars today,https://github.com//mendableai/firecrawl,GitHub_TypeScript_daily,2025-02-10 02:25:21
10,stable-diffusion-webui,Stable Diffusion web UI,AUTOMATIC1111,Python,"147,234","27,544",92 stars today,https://github.com//AUTOMATIC1111/stable-diffusion-webui,GitHub_Python_daily,2025-02-10 02:25:21
11,anything-llm,"The all-in-one Desktop & Docker AI application with built-in RAG, AI agents, and more.",timothycarambat,JavaScript,"34,987","3,418",402 stars today,https://github.com//Mintplex-Labs/anything-llm,GitHub_JavaScript_daily,2025-02-10 02:25:21
12,repomix,"📦 Repomix (formerly Repopack) is a powerful tool that packs your entire repository into a single, AI-friendly file. Perfect for when you need to feed your codebase to Large Language Models (LLMs) or other AI tools like Claude, ChatGPT, DeepSeek, Perplexity, Gemini, Gemma, Llama, Grok, and more.",yamadashy,TypeScript,"8,380",396,84 stars today,https://github.com//yamadashy/repomix,GitHub_TypeScript_daily,2025-02-10 02:25:21
13,chatbox,"User-friendly Desktop Client App for AI Models/LLMs (GPT, Claude, Gemini, Ollama...)",Bin-Huang,TypeScript,"29,022","2,786",336 stars today,https://github.com//Bin-Huang/chatbox,GitHub_TypeScript_daily,2025-02-10 02:25:21
14,open-webui,"User-friendly AI Interface (Supports Ollama, OpenAI API, ...)",tjbck,JavaScript,"70,823","8,376",477 stars today,https://github.com//open-webui/open-webui,GitHub_JavaScript_daily,2025-02-10 02:25:21
15,awesome-deepseek-integration,,mowentian,,"9,982","1,117",847 stars today,https://github.com//deepseek-ai/awesome-deepseek-integration,GitHub__daily,2025-02-10 02:25:21
16,page-assist,Use your locally running AI models to assist you in your web browsing,n4ze3m,TypeScript,"3,577",311,135 stars today,https://github.com//n4ze3m/page-assist,GitHub_TypeScript_daily,2025-02-10 02:25:21
17,project-based-learning,Curated list of project-based tutorials,tuvtran,,"216,555","28,226",275 stars today,https://github.com//practical-tutorials/project-based-learning,GitHub__daily,2025-02-10 02:25:21
1,oumi,"Everything you need to build state-of-the-art foundation models, end-to-end.",xrdaukar,Python,"6,313",439,"5,522 stars this week",https://github.com//oumi-ai/oumi,GitHub_Python_weekly,2025-02-10 02:25:21
2,anything-llm,"The all-in-one Desktop & Docker AI application with built-in RAG, AI agents, and more.",timothycarambat,JavaScript,"34,987","3,418","2,928 stars this week",https://github.com//Mintplex-Labs/anything-llm,GitHub_JavaScript_weekly,2025-02-10 02:25:21
3,open-webui,"User-friendly AI Interface (Supports Ollama, OpenAI API, ...)",tjbck,JavaScript,"70,823","8,376","5,606 stars this week",https://github.com//open-webui/open-webui,GitHub_JavaScript_weekly,2025-02-10 02:25:21
4,VideoLingo,"Netflix-level subtitle cutting, translation, alignment, and even dubbing - one-click fully automated AI video subtitle team | Netflix级字幕切割、翻译、对齐、甚至加上配音，一键全自动视频搬运AI字幕组",Huanshere,Python,"10,781","1,026","1,223 stars this week",https://github.com//Huanshere/VideoLingo,GitHub_Python_weekly,2025-02-10 02:25:21
5,chatbox,"User-friendly Desktop Client App for AI Models/LLMs (GPT, Claude, Gemini, Ollama...)",Bin-Huang,TypeScript,"29,022","2,786","2,042 stars this week",https://github.com//Bin-Huang/chatbox,GitHub_TypeScript_weekly,2025-02-10 02:25:21
6,dify,"Dify is an open-source LLM app development platform. Dify's intuitive interface combines AI workflow, RAG pipeline, agent capabilities, model management, observability features and more, letting you quickly go from prototype to production.",takatost,TypeScript,"63,847","9,432","2,477 stars this week",https://github.com//langgenius/dify,GitHub_TypeScript_weekly,2025-02-10 02:25:21
7,lobe-chat,"🤯 Lobe Chat - an open-source, modern-design AI chat framework. Supports Multi AI Providers( OpenAI / Claude 3 / Gemini / Ollama / Qwen / DeepSeek), Knowledge Base (file upload / knowledge management / RAG ), Multi-Modals (Vision/TTS/Plugins/Artifacts). One-click FREE deployment of your private ChatGPT/ Claude application.",semantic-release-bot,TypeScript,"54,458","11,697","1,671 stars this week",https://github.com//lobehub/lobe-chat,GitHub_TypeScript_weekly,2025-02-10 02:25:21
8,gpt-researcher,LLM based autonomous agent that conducts deep local and web research on any topic and generates a long report with citations.,assafelovic,Python,"17,604","2,322","1,497 stars this week",https://github.com//assafelovic/gpt-researcher,GitHub_Python_weekly,2025-02-10 02:25:21
9,ollama,"Get up and running with Llama 3.3, DeepSeek-R1, Phi-4, Gemma 2, and other large language models.",mxyng,Go,"123,310","9,921","6,114 stars this week",https://github.com//ollama/ollama,GitHub_Go_weekly,2025-02-10 02:25:21
10,ragflow,RAGFlow is an open-source RAG (Retrieval-Augmented Generation) engine based on deep document understanding.,KevinHuSh,Python,"33,240","3,036","2,053 stars this week",https://github.com//infiniflow/ragflow,GitHub_Python_weekly,2025-02-10 02:25:21
11,chatgpt-on-wechat,基于大模型搭建的聊天机器人，同时支持 微信公众号、企业微信应用、飞书、钉钉 等接入，可选择GPT3.5/GPT-4o/GPT-o1/ DeepSeek/Claude/文心一言/讯飞星火/通义千问/ Gemini/GLM-4/Claude/Kimi/LinkAI，能处理文本、语音和图片，访问操作系统和互联网，支持基于自有知识库进行定制企业智能客服。,zhayujie,Python,"33,860","8,706",801 stars this week,https://github.com//zhayujie/chatgpt-on-wechat,GitHub_Python_weekly,2025-02-10 02:25:21
12,page-assist,Use your locally running AI models to assist you in your web browsing,n4ze3m,TypeScript,"3,577",311,875 stars this week,https://github.com//n4ze3m/page-assist,GitHub_TypeScript_weekly,2025-02-10 02:25:21
13,unsloth,"Finetune Llama 3.3, DeepSeek-R1 & Reasoning LLMs 2x faster with 70% less memory",danielhanchen,Python,"24,924","1,698","1,489 stars this week",https://github.com//unslothai/unsloth,GitHub_Python_weekly,2025-02-10 02:25:21
14,verl,veRL: Volcano Engine Reinforcement Learning for LLM,PeterSH6,Python,"2,653",217,926 stars this week,https://github.com//volcengine/verl,GitHub_Python_weekly,2025-02-10 02:25:21
15,register,Grab your own sweet-looking '.is-a.dev' subdomain.,wdhdev,JavaScript,"5,604","9,983","1,089 stars this week",https://github.com//is-a-dev/register,GitHub_JavaScript_weekly,2025-02-10 02:25:21
16,goose,"an open-source, extensible AI agent that goes beyond code suggestions - install, execute, edit, and test with any LLM",angiejones,Rust,"6,760",427,"1,809 stars this week",https://github.com//block/goose,GitHub_Rust_weekly,2025-02-10 02:25:21
17,penpot,Penpot: The open-source design tool for design and code collaboration,niwinz,Clojure,"36,248","1,837","1,098 stars this week",https://github.com//penpot/penpot,GitHub_Clojure_weekly,2025-02-10 02:25:21
1,DeepSeek-Coder,DeepSeek Coder: Let the Code Write Itself,guoday,Python,"18,620","2,060","8,704 stars this month",https://github.com//deepseek-ai/DeepSeek-Coder,GitHub_Python_monthly,2025-02-10 02:25:21
2,ollama,"Get up and running with Llama 3.3, DeepSeek-R1, Phi-4, Gemma 2, and other large language models.",mxyng,Go,"123,310","9,921","16,718 stars this month",https://github.com//ollama/ollama,GitHub_Go_monthly,2025-02-10 02:25:21
3,browser-use,Make websites accessible for AI agents,MagMueller,Python,"25,814","2,600","13,766 stars this month",https://github.com//browser-use/browser-use,GitHub_Python_monthly,2025-02-10 02:25:21
4,open-webui,"User-friendly AI Interface (Supports Ollama, OpenAI API, ...)",tjbck,JavaScript,"70,823","8,376","15,370 stars this month",https://github.com//open-webui/open-webui,GitHub_JavaScript_monthly,2025-02-10 02:25:21
5,tabby,Self-hosted AI coding assistant,wsxiaoys,Rust,"29,626","1,349","7,263 stars this month",https://github.com//TabbyML/tabby,GitHub_Rust_monthly,2025-02-10 02:25:21
6,llm-course,Course to get into Large Language Models (LLMs) with roadmaps and Colab notebooks.,mlabonne,Jupyter Notebook,"45,911","4,885","5,203 stars this month",https://github.com//mlabonne/llm-course,GitHub_Jupyter Notebook_monthly,2025-02-10 02:25:21
7,onlook,The open source Cursor for Designers. Design directly in your live React app and publish your changes to code.,Kitenite,TypeScript,"7,086",387,"2,788 stars this month",https://github.com//onlook-dev/onlook,GitHub_TypeScript_monthly,2025-02-10 02:25:21
8,llama.cpp,LLM inference in C/C++,ggerganov,C++,"73,631","10,613","3,447 stars this month",https://github.com//ggerganov/llama.cpp,GitHub_C++_monthly,2025-02-10 02:25:21
9,RealtimeSTT,"A robust, efficient, low-latency speech-to-text library with advanced voice activity detection, wake word activation and instant transcription.",KoljaB,Python,"5,608",442,"3,199 stars this month",https://github.com//KoljaB/RealtimeSTT,GitHub_Python_monthly,2025-02-10 02:25:21
