index,title,desc,author,language,stars,forks,today_forks,url,type,datetime
1,xpipe,Access your entire server infrastructure from your local desktop,crschnick,Java,"7,039",233,796 stars today,https://github.com//xpipe-io/xpipe,GitHub_Java_daily,2025-03-15 02:29:29
2,freeCodeCamp,freeCodeCamp.org's open-source codebase and curriculum. Learn to code for free.,ojeytonwilliams,TypeScript,"412,297","39,285",301 stars today,https://github.com//freeCodeCamp/freeCodeCamp,GitHub_TypeScript_daily,2025-03-15 02:29:29
3,glance,A self-hosted dashboard that puts all your feeds in one place,svilenmarkov,Go,"12,373",431,269 stars today,https://github.com//glanceapp/glance,GitHub_Go_daily,2025-03-15 02:29:29
4,openai-python,The official Python library for the OpenAI API,stainless-bot,Python,"25,247","3,674",40 stars today,https://github.com//openai/openai-python,GitHub_Python_daily,2025-03-15 02:29:29
5,Open-Sora,Open-Sora: Democratizing Efficient Video Production for All,zhengzangw,Python,"24,388","2,397",359 stars today,https://github.com//hpcaitech/Open-Sora,GitHub_Python_daily,2025-03-15 02:29:29
6,niri,A scrollable-tiling Wayland compositor.,YaLTeR,Rust,"6,123",200,299 stars today,https://github.com//YaLTeR/niri,GitHub_Rust_daily,2025-03-15 02:29:29
7,TypeScript,TypeScript is a superset of JavaScript that compiles to clean JavaScript output.,ahejlsberg,TypeScript,"103,287","12,731",248 stars today,https://github.com//microsoft/TypeScript,GitHub_TypeScript_daily,2025-03-15 02:29:29
8,go-cursor-help,解决Cursor在免费订阅期间出现以下提示的问题: You've reached your trial request limit. / Too many free trial accounts used on this machine. Please upgrade to pro. We have this limit in place to prevent abuse. Please let us know if you believe this is a mistake.,yuaotian,Shell,"13,794","1,813",288 stars today,https://github.com//yuaotian/go-cursor-help,GitHub_Shell_daily,2025-03-15 02:29:29
9,filepizza,🍕 Peer-to-peer file transfers in your browser,kern,TypeScript,"6,199",396,471 stars today,https://github.com//kern/filepizza,GitHub_TypeScript_daily,2025-03-15 02:29:29
10,agentops,"Python SDK for AI agent monitoring, LLM cost tracking, benchmarking, and more. Integrates with most LLMs and agent frameworks including OpenAI Agents SDK, CrewAI, Langchain, Autogen, AG2, and CamelAI",areibman,Python,"3,765",333,331 stars today,https://github.com//AgentOps-AI/agentops,GitHub_Python_daily,2025-03-15 02:29:29
11,RD-Agent,"Research and development (R&D) is crucial for the enhancement of industrial productivity, especially in the AI era, where the core aspects of R&D are mainly focused on data and models. We are committed to automating these high-value generic R&D processes through our open source R&D automation tool RD-Agent, which lets AI drive data-driven AI.",WinstonLiyt,Python,"2,202",192,274 stars today,https://github.com//microsoft/RD-Agent,GitHub_Python_daily,2025-03-15 02:29:29
1,SpacetimeDB,Multiplayer at the speed of light,Centril,Rust,"10,047",330,"4,473 stars this week",https://github.com//clockworklabs/SpacetimeDB,GitHub_Rust_weekly,2025-03-15 02:29:29
2,ai-hedge-fund,An AI Hedge Fund Team,virattt,Python,"16,791","2,919","5,486 stars this week",https://github.com//virattt/ai-hedge-fund,GitHub_Python_weekly,2025-03-15 02:29:29
3,browser-use,Make websites accessible for AI agents,MagMueller,Python,"43,869","4,448","7,570 stars this week",https://github.com//browser-use/browser-use,GitHub_Python_weekly,2025-03-15 02:29:29
