index,title,desc,author,language,stars,forks,today_forks,url,type,datetime
1,HowToCook,程序员在家做饭方法指南。Programmer's guide about how to cook at home (Simplified Chinese only).,Anduin2017,Dockerfile,"77,555","9,387","1,903 stars today",https://github.com//Anduin2017/HowToCook,GitHub_Dockerfile_daily,2025-04-20 02:28:47
2,BitNet,Official inference framework for 1-bit LLMs,potassiummmm,C++,"14,033",981,322 stars today,https://github.com//microsoft/BitNet,GitHub_C++_daily,2025-04-20 02:28:47
3,fastmcp,"🚀 The fast, Pythonic way to build MCP servers and clients",jlowin,Python,"6,030",311,432 stars today,https://github.com//jlowin/fastmcp,GitHub_Python_daily,2025-04-20 02:28:47
4,docmost,Docmost is an open-source collaborative wiki and documentation software. It is an open-source alternative to Confluence and Notion.,Philipinho,TypeScript,"14,230",682,276 stars today,https://github.com//docmost/docmost,GitHub_TypeScript_daily,2025-04-20 02:28:47
5,developer-roadmap,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",kamranahmedse,TypeScript,"314,107","40,846",162 stars today,https://github.com//kamranahmedse/developer-roadmap,GitHub_TypeScript_daily,2025-04-20 02:28:47
6,1Panel,"🔥 1Panel provides an intuitive web interface and MCP Server to manage websites, files, containers, databases, and LLMs on a Linux server.",ssongliu,Go,"27,416","2,396",357 stars today,https://github.com//1Panel-dev/1Panel,GitHub_Go_daily,2025-04-20 02:28:47
7,inbox-zero,AI personal assistant for email. Open source app to help you reach inbox zero fast.,elie222,TypeScript,"6,082",643,256 stars today,https://github.com//elie222/inbox-zero,GitHub_TypeScript_daily,2025-04-20 02:28:47
8,linera-protocol,Main repository for the Linera protocol,ma2bd,Rust,"23,666","1,442",829 stars today,https://github.com//linera-io/linera-protocol,GitHub_Rust_daily,2025-04-20 02:28:47
9,sigma,Main Sigma Rule Repository,Neo23x0,Python,"9,055","2,315",13 stars today,https://github.com//SigmaHQ/sigma,GitHub_Python_daily,2025-04-20 02:28:47
10,public-apis,A collective list of free APIs,matheusfelipeog,Python,"336,132","35,555",170 stars today,https://github.com//public-apis/public-apis,GitHub_Python_daily,2025-04-20 02:28:47
11,stagehand,An AI web browsing framework focused on simplicity and extensibility.,seanmcguire12,TypeScript,"10,612",582,246 stars today,https://github.com//browserbase/stagehand,GitHub_TypeScript_daily,2025-04-20 02:28:47
12,nocobase,"NocoBase is an extensibility-first, open-source no-code/low-code platform for building business applications and enterprise solutions.",chenos,TypeScript,"14,526","1,618",266 stars today,https://github.com//nocobase/nocobase,GitHub_TypeScript_daily,2025-04-20 02:28:47
13,RAG_Techniques,This repository showcases various advanced techniques for Retrieval-Augmented Generation (RAG) systems. RAG systems combine information retrieval with generative models to provide accurate and contextually rich responses.,NirDiamant,Jupyter Notebook,"15,319","1,527",225 stars today,https://github.com//NirDiamant/RAG_Techniques,GitHub_Jupyter Notebook_daily,2025-04-20 02:28:47
