index,title,desc,author,language,stars,forks,today_forks,url,type,datetime
1,glance,A self-hosted dashboard that puts all your feeds in one place,svilenmarkov,Go,"16,587",589,"2,039 stars today",https://github.com//glanceapp/glance,GitHub_Go_daily,2025-03-18 02:29:17
2,ollama-deep-researcher,Fully local web research and report writing assistant,rlancemartin,Python,"4,122",464,464 stars today,https://github.com//langchain-ai/ollama-deep-researcher,GitHub_Python_daily,2025-03-18 02:29:17
3,kickstart.nvim,A launch point for your personal nvim configuration,feoh,Lua,"22,735","29,903",109 stars today,https://github.com//nvim-lua/kickstart.nvim,GitHub_Lua_daily,2025-03-18 02:29:17
4,RD-Agent,"Research and development (R&D) is crucial for the enhancement of industrial productivity, especially in the AI era, where the core aspects of R&D are mainly focused on data and models. We are committed to automating these high-value generic R&D processes through our open source R&D automation tool RD-Agent, which lets AI drive data-driven AI.",WinstonLiyt,Python,"2,983",242,178 stars today,https://github.com//microsoft/RD-Agent,GitHub_Python_daily,2025-03-18 02:29:17
5,autoMate,"Like Manus, Computer Use Agent(CUA) and Omniparser, we are computer-using agents.AI-driven local automation assistant that uses natural language to make computers work by themselves",yuruotong1,Python,"2,255",290,103 stars today,https://github.com//yuruotong1/autoMate,GitHub_Python_daily,2025-03-18 02:29:17
6,cal.com,Scheduling infrastructure for absolutely everyone.,zomars,TypeScript,"34,967","8,901",383 stars today,https://github.com//calcom/cal.com,GitHub_TypeScript_daily,2025-03-18 02:29:17
7,go-cursor-help,解决Cursor在免费订阅期间出现以下提示的问题: You've reached your trial request limit. / Too many free trial accounts used on this machine. Please upgrade to pro. We have this limit in place to prevent abuse. Please let us know if you believe this is a mistake.,yuaotian,Shell,"14,879","1,929",415 stars today,https://github.com//yuaotian/go-cursor-help,GitHub_Shell_daily,2025-03-18 02:29:17
8,ai-engineering-hub,,patchy631,Jupyter Notebook,"5,134",996,319 stars today,https://github.com//patchy631/ai-engineering-hub,GitHub_Jupyter Notebook_daily,2025-03-18 02:29:17
9,sossoldi,"""Sossoldi"" is a wealth management / personal finance / Net Worth tracking app, made with Flutter.",mikev-cw,Dart,889,149,256 stars today,https://github.com//RIP-Comm/sossoldi,GitHub_Dart_daily,2025-03-18 02:29:17
10,xpipe,Access your entire server infrastructure from your local desktop,crschnick,Java,"9,147",305,667 stars today,https://github.com//xpipe-io/xpipe,GitHub_Java_daily,2025-03-18 02:29:17
11,dice,"DiceDB is an open-source, fast, reactive, in-memory database optimized for modern hardware.",arpitbbhayani,Go,"8,522","1,222",604 stars today,https://github.com//DiceDB/dice,GitHub_Go_daily,2025-03-18 02:29:17
12,changed-files,"Github action to retrieve all (added, copied, modified, deleted, renamed, type changed, unmerged, unknown) files and directories.",jackton1,TypeScript,"2,157",239,132 stars today,https://github.com//tj-actions/changed-files,GitHub_TypeScript_daily,2025-03-18 02:29:17
13,system-design-primer,Learn how to design large-scale systems. Prep for the system design interview. Includes Anki flashcards.,donnemartin,Python,"292,685","48,673",530 stars today,https://github.com//donnemartin/system-design-primer,GitHub_Python_daily,2025-03-18 02:29:17
14,coreutils,Cross-platform Rust rewrite of the GNU coreutils,sylvestre,Rust,"19,173","1,368",223 stars today,https://github.com//uutils/coreutils,GitHub_Rust_daily,2025-03-18 02:29:17
15,OpenBB,"Investment Research for Everyone, Everywhere.",jmaslek,Python,"37,146","3,371",166 stars today,https://github.com//OpenBB-finance/OpenBB,GitHub_Python_daily,2025-03-18 02:29:17
1,browser-use,Make websites accessible for AI agents,MagMueller,Python,"45,209","4,634","7,327 stars this week",https://github.com//browser-use/browser-use,GitHub_Python_weekly,2025-03-18 02:29:17
2,awesome-mcp-servers,A collection of MCP servers.,punkpeye,,"10,727",686,"4,098 stars this week",https://github.com//punkpeye/awesome-mcp-servers,GitHub__weekly,2025-03-18 02:29:17
3,camel,🐫 CAMEL: Finding the Scaling Law of Agents. The first and the best multi-agent framework. https://www.camel-ai.org,Wendong-Fan,Python,"10,514","1,074","2,678 stars this week",https://github.com//camel-ai/camel,GitHub_Python_weekly,2025-03-18 02:29:17
4,freeCodeCamp,freeCodeCamp.org's open-source codebase and curriculum. Learn to code for free.,ojeytonwilliams,TypeScript,"413,429","39,406","2,173 stars this week",https://github.com//freeCodeCamp/freeCodeCamp,GitHub_TypeScript_weekly,2025-03-18 02:29:17
5,TypeScript,TypeScript is a superset of JavaScript that compiles to clean JavaScript output.,ahejlsberg,TypeScript,"103,481","12,747",987 stars this week,https://github.com//microsoft/TypeScript,GitHub_TypeScript_weekly,2025-03-18 02:29:17
6,SpacetimeDB,Multiplayer at the speed of light,Centril,Rust,"10,374",345,"3,141 stars this week",https://github.com//clockworklabs/SpacetimeDB,GitHub_Rust_weekly,2025-03-18 02:29:17
7,pydoll,"Pydoll is a library for automating chromium-based browsers without a WebDriver, offering realistic interactions. It supports Python's asynchronous features, enhancing performance and enabling event capturing and simultaneous web scraping.",thalissonvs,Python,"2,721",155,"2,102 stars this week",https://github.com//thalissonvs/pydoll,GitHub_Python_weekly,2025-03-18 02:29:17
8,awesome-cursorrules,📄 A curated list of awesome .cursorrules files,PatrickJS,,"16,269","1,109","3,702 stars this week",https://github.com//PatrickJS/awesome-cursorrules,GitHub__weekly,2025-03-18 02:29:17
9,Chat2DB,"🔥🔥🔥AI-driven database tool and SQL client, The hottest GUI client, supporting MySQL, Oracle, PostgreSQL, DB2, SQL Server, DB2, SQLite, H2, ClickHouse, and more.",shanhexi,Java,"20,870","2,299","1,138 stars this week",https://github.com//CodePhiliaX/Chat2DB,GitHub_Java_weekly,2025-03-18 02:29:17
10,litellm,"Python SDK, Proxy Server (LLM Gateway) to call 100+ LLM APIs in OpenAI format - [Bedrock, Azure, OpenAI, VertexAI, Cohere, Anthropic, Sagemaker, HuggingFace, Replicate, Groq]",ishaan-jaff,Python,"19,200","2,378",548 stars this week,https://github.com//BerriAI/litellm,GitHub_Python_weekly,2025-03-18 02:29:17
11,lerobot,🤗 LeRobot: Making AI for Robotics more accessible with end-to-end learning,Cadene,Python,"10,345","1,137",661 stars this week,https://github.com//huggingface/lerobot,GitHub_Python_weekly,2025-03-18 02:29:17
12,ai-engineering-hub,,patchy631,Jupyter Notebook,"5,134",996,735 stars this week,https://github.com//patchy631/ai-engineering-hub,GitHub_Jupyter Notebook_weekly,2025-03-18 02:29:17
1,OmniParser,A simple screen parsing tool towards pure vision based GUI agent,yadong-lu,Jupyter Notebook,"20,594","1,679","13,468 stars this month",https://github.com//microsoft/OmniParser,GitHub_Jupyter Notebook_monthly,2025-03-18 02:29:17
2,MetaGPT,"🌟 The Multi-Agent Framework: First AI Software Company, Towards Natural Language Programming",geekan,Python,"52,702","6,241","6,472 stars this month",https://github.com//geekan/MetaGPT,GitHub_Python_monthly,2025-03-18 02:29:17
3,dify,"Dify is an open-source LLM app development platform. Dify's intuitive interface combines AI workflow, RAG pipeline, agent capabilities, model management, observability features and more, letting you quickly go from prototype to production.",takatost,TypeScript,"82,914","12,199","15,144 stars this month",https://github.com//langgenius/dify,GitHub_TypeScript_monthly,2025-03-18 02:29:17
4,ladybird,Truly independent web browser,awesomekling,C++,"35,943","1,502","7,977 stars this month",https://github.com//LadybirdBrowser/ladybird,GitHub_C++_monthly,2025-03-18 02:29:17
5,minimind,🚀🚀 「大模型」2小时完全从0训练26M的小参数GPT！🌏 Train a 26M-parameter GPT from scratch in just 2h!,jingyaogong,Python,"16,281","1,793","7,180 stars this month",https://github.com//jingyaogong/minimind,GitHub_Python_monthly,2025-03-18 02:29:17
